FID,the_geom,SRC,STATUS,SYS_ID,YZ_LABEL,YZNM_PY,YZNM_CH,YZNM_FT,AT_TWN_PY,GB10_CNTY,10CNTY_CH,10CNTY_EN,10DIST_CH,10DIST_EN,10PROV_CH,10PROV_EN,CHGIS_ID,long,lat
ming_courier_stations_2014_p8k.484,POINT (116.193977 39.82730100000003),PA_1903,L,493,ZHANGXINDIAN Beijing (???),ZHANGXINDIAN,???,???,,110106,???,Fengtai,???????,Beijing (Districts),???,Beijing,15924,116.19398,39.8273
ming_courier_stations_2014_p8k.485,POINT (115.49347699999997 39.34903700000002),MDYZK,N,494,QINGYUANYI Hebei (???),QINGYUANYI,???,???,,130633,??,Yixian,???,Baoding,???,Hebei,9503,115.49348,39.34904
ming_courier_stations_2014_p8k.486,POINT (115.40012399999998 39.383537000000054),PA_1903,N,495,LIANGGEZHUANG Hebei (???),LIANGGEZHUANG,???,???,,130633,??,Yixian,???,Baoding,???,Hebei,135230,115.40012,39.38354
ming_courier_stations_2014_p8k.487,POINT (115.3770508283303 39.353071911394615),PA_1903,P,496,BANBIDIAN Hebei (???),BANBIDIAN,???,???,,130633,??,Yixian,???,Baoding,???,Hebei,,115.37705,39.35307
ming_courier_stations_2014_p8k.488,POINT (116.008331 39.11051600000001),MDYZK,Y,497,FENSHUIYI Hebei (???),FENSHUIYI,???,???,BAIGOUPU,130684,????,Gaobeidian,???,Baoding,???,Hebei,15477,116.00833,39.11052
ming_courier_stations_2014_p8k.489,POINT (116.107063 38.86036700000002),PA_1903,N,498,MAOZHOUZHEN Hebei (???),MAOZHOUZHEN,???,???,,130982,???,Renqiu,???,Cangzhou,???,Hebei,15626,116.10706,38.86037
ming_courier_stations_2014_p8k.490,POINT (116.07120800000007 38.565570000000044),PA_1903,N,499,SANSHILIPU Hebei (????),SANSHILIPU,????,????,,130984,???,Hejian,???,Cangzhou,???,Hebei,133508,116.07121,38.56557
ming_courier_stations_2014_p8k.491,POINT (116.05000305175783 38.63333511352541),PA_1903,N,500,SHIMENQIAO Hebei (???),SHIMENQIAO,???,???,,130982,???,Renqiu,???,Cangzhou,???,Hebei,,116.05,38.63334
ming_courier_stations_2014_p8k.492,POINT (115.5506670000001 38.95052300000004),MDYZK,N,501,BAIGOUYI Hebei (???),BAIGOUYI,???,???,,130625,???,Xushui,???,Baoding,???,Hebei,134786,115.55067,38.95052
ming_courier_stations_2014_p8k.493,POINT (115.2440570000001 38.78020900000008),MDYZK,N,502,XINGYANG Hebei (???),XINGYANG,???,???,,130621,???,Mancheng,???,Baoding,???,Hebei,134753,115.24406,38.78021
ming_courier_stations_2014_p8k.494,POINT (115.31508600000001 38.412342000000024),PA_1903,N,503,QIZHOU Hebei (??),QIZHOU,??,??,,130683,???,Anguo,???,Baoding,???,Hebei,24,115.31509,38.41234
ming_courier_stations_2014_p8k.495,POINT (115.12502300000008 38.47488000000005),PA_1903,N,504,DONGTING Hebei (??),DONGTING,??,??,,130682,???,Dingzhou,???,Baoding,???,Hebei,133393,115.12502,38.47488
ming_courier_stations_2014_p8k.496,POINT (115.03542299999998 38.032494000000014),PA_1903,B,505,JINZHOU Hebei (??),JINZHOU,??,??,,130183,???,Jinzhou,????,Shijiazhuang,???,Hebei,131,115.03542,38.03249
ming_courier_stations_2014_p8k.497,POINT (116.26667022705075 37.950000762939474),PA_1903,N,506,JIANQIAOZHEN Hebei (???),JIANQIAOZHEN,???,???,,131128,???,Fucheng,???,Hengshui,???,Hebei,,116.26667,37.95
ming_courier_stations_2014_p8k.498,POINT (114.49961900000001 36.93682900000002),MDYZK,Y,507,LINMINGYI Hebei (???),LINMINGYI,???,???,,130582,???,Shahe,???,Xingtai,???,Hebei,93,114.49962,36.93683
ming_courier_stations_2014_p8k.499,POINT (114.482628 36.79036300000002),MDYZK,Y,508,LINMINGGUAN Hebei (???),LINMINGGUAN,???,???,,130429,???,Yongnian,???,Handan,???,Hebei,15645,114.48263,36.79036
ming_courier_stations_2014_p8k.500,POINT (115.14649999999999 36.27552800000002),MDYZK,Y,510,DAMINGFU Hebei (???),DAMINGFU,???,???,,130425,???,Daming,???,Handan,???,Hebei,9507,115.1465,36.27553
ming_courier_stations_2014_p8k.501,POINT (114.93416193817922 36.47751090852974),PA_1903,B,511,GUANGPING Hebei (??),GUANGPING,??,??,,130432,???,Guangping,???,Handan,???,Hebei,63,114.93416,36.47751
ming_courier_stations_2014_p8k.502,POINT (114.80310099999998 36.55202900000002),MDYZK,Y,512,FEIXIANG Hebei (??),FEIXIANG,??,??,,130428,???,Feixiang,???,Handan,???,Hebei,61,114.8031,36.55203
ming_courier_stations_2014_p8k.503,POINT (115.197624 36.07747300000001),MDYZK,Y,513,NANLE Henan (??),NANLE,??,??,,410923,???,Nanle,???,Puyang,???,Henan,37,115.19762,36.07747
ming_courier_stations_2014_p8k.504,POINT (115.11003899999999 35.908768000000016),MDYZK,Y,514,QINGFENG Henan (??),QINGFENG,??,??,,410922,???,Qingfeng,???,Puyang,???,Henan,42,115.11004,35.90877
ming_courier_stations_2014_p8k.505,POINT (115.005928 35.75428400000001),MDYZK,Y,515,KAIZHOU Henan (??),KAIZHOU,??,??,,410902,???,Districts,???,Puyang,???,Henan,40,115.00593,35.75428
ming_courier_stations_2014_p8k.506,POINT (115.2210460000001 36.221699000000065),PA_1903,N,516,LONGWANGMIAO Hebei (???),LONGWANGMIAO,???,???,,130425,???,Daming,???,Handan,???,Hebei,134226,115.22105,36.2217
ming_courier_stations_2014_p8k.507,POINT (114.42361450195314 36.47360992431642),PA_1903,N,517,MATOU Hebei (??),MATOU,??,??,,130402,???,Hanshan,???,Handan,???,Hebei,,114.42361,36.47361
ming_courier_stations_2014_p8k.508,POINT (116.22367899999999 40.222099000000014),MDYZK,N,518,YUHE Beijing (???),YUHE,???,???,,110114,???,Changping,???????,Beijing (Districts),???,Beijing,99,116.22368,40.2221
ming_courier_stations_2014_p8k.509,POINT (115.75958700000002 40.36133300000002),MDYZK,L,519,TUMUYI Hebei (???),TUMUYI,???,???,HUAILAI,130730,???,Huailai,????,Zhangjiakou,???,Hebei,77,115.75959,40.36133
ming_courier_stations_2014_p8k.510,POINT (115.051147 40.61036300000002),PA_1903,L,520,WANQUANDUSI Hebei (????),WANQUANDUSI,????,????,,130705,???,Xuanhua,????,Zhangjiakou,???,Hebei,9511,115.05115,40.61036
ming_courier_stations_2014_p8k.511,POINT (115.344215 40.68258700000002),PA_1903,N,521,ZHAOCHUANBAO Hebei (???),ZHAOCHUANBAO,???,???,,130721,???,Xuanhua,????,Zhangjiakou,???,Hebei,15796,115.34422,40.68259
ming_courier_stations_2014_p8k.512,POINT (115.57267799999998 40.77919400000002),MDYZK,Y,522,LONGMEN Hebei (??),LONGMEN,??,??,,130732,???,Chicheng,????,Zhangjiakou,???,Hebei,71,115.57268,40.77919
ming_courier_stations_2014_p8k.513,POINT (115.81397999999999 40.91348600000002),PA_1903,B,523,CHICHENG Hebei (???),CHICHENG,???,???,,130732,???,Chicheng,????,Zhangjiakou,???,Hebei,82,115.81398,40.91349
ming_courier_stations_2014_p8k.514,POINT (115.711235 41.313564000000014),MDYZK,Y,524,DUSHIKOU Hebei (???),DUSHIKOU,???,???,,130732,???,Chicheng,????,Zhangjiakou,???,Hebei,76,115.71124,41.31356
ming_courier_stations_2014_p8k.515,POINT (114.885941 40.79125600000002),PA_1903,N,525,ZHANGJIAKOU Hebei (???),ZHANGJIAKOU,???,???,,130702,???,Qiaodong,????,Zhangjiakou,???,Hebei,85,114.88594,40.79126
ming_courier_stations_2014_p8k.516,POINT (114.734733 40.864902000000015),MDYZK,Y,526,WANQUAN Hebei (??),WANQUAN,??,??,,130729,???,Wanquan,????,Zhangjiakou,???,Hebei,84,114.73473,40.8649
ming_courier_stations_2014_p8k.517,POINT (116.641403 40.12755200000002),MDYZK,Y,528,SHUNYI Beijing (???),SHUNYI,???,???,,110113,???,Shunyi,???????,Beijing (Districts),???,Beijing,98,116.6414,40.12755
ming_courier_stations_2014_p8k.518,POINT (116.840462 40.37148300000002),MDYZK,Y,529,MIYUN Beijing (???),MIYUN,???,???,,110228,???,Miyun,???????,Beijing (Counties),???,Beijing,100,116.84046,40.37148
ming_courier_stations_2014_p8k.519,POINT (117.06666564941406 40.54999923706057),MDYZK,Y,530,SHIXIA Beijing (???),SHIXIA,???,???,,110228,???,Miyun,???????,Beijing (Counties),???,Beijing,,117.06667,40.55
ming_courier_stations_2014_p8k.520,POINT (117.15000000000009 40.68330000000003),PA_1903,N,531,GUBEIKOU Beijing (???),GUBEIKOU,???,???,,110228,???,Miyun,???????,Beijing (Counties),???,Beijing,,117.15,40.6833
ming_courier_stations_2014_p8k.521,POINT (117.73065199999999 40.949322000000016),PA_1903,N,532,LUANPING Hebei (??),LUANPING,??,??,,130803,???,Shuangluan,???,Chengde,???,Hebei,67,117.73065,40.94932
ming_courier_stations_2014_p8k.522,POINT (117.91985299999997 40.965794000000024),MDYZK,Y,533,CHENGDEFU Hebei (???),CHENGDEFU,???,???,,130802,???,Shuangqiao,???,Chengde,???,Hebei,9510,117.91985,40.96579
ming_courier_stations_2014_p8k.523,POINT (117.740593 41.57151800000001),PA_1903,N,534,ZHANGSANYING Hebei (???),ZHANGSANYING,???,???,,130825,???,Longhua,???,Chengde,???,Hebei,15747,117.74059,41.57152
ming_courier_stations_2014_p8k.524,POINT (117.72499847412108 41.311668395996115),PA_1903,N,535,HUANGGUTUN Hebei (???),HUANGGUTUN,???,???,,130825,???,Longhua,???,Chengde,???,Hebei,,117.725,41.31167
ming_courier_stations_2014_p8k.525,POINT (118.15343499999997 41.90189000000002),PA_1903,N,536,TAIPINGDI Hebei (???),TAIPINGDI,???,???,,130828,??????????,Weichangmanzumengguzuzizhix,???,Chengde,???,Hebei,,118.15343,41.90189
ming_courier_stations_2014_p8k.526,POINT (117.57012902717476 41.93219413358596),PA_1903,B,537,WEICHANG Hebei (??),WEICHANG,??,??,,130828,??????????,Weichangmanzumengguzuzizhix,???,Chengde,???,Hebei,,117.57013,41.93219
ming_courier_stations_2014_p8k.527,POINT (114.510803 35.58150500000005),MDYZK,Y,538,DAOKOUZHEN Henan (???),DAOKOUZHEN,???,???,,410526,??,Huaxian,???,Anyang,???,Henan,149006,114.5108,35.58151
ming_courier_stations_2014_p8k.528,POINT (113.01958800000001 34.77892400000002),MDYZK,N,539,GONGXIAN Henan (???),GONGXIAN,???,???,,410181,???,Gongyi,???,Zhengzhou,???,Henan,564,113.01959,34.77892
ming_courier_stations_2014_p8k.529,POINT (112.81320699999999 34.71490800000002),MDYZK,N,540,SHOUYANGYI Henan (???),SHOUYANGYI,???,???,,410381,???,Yanshi,???,Luoyang,???,Henan,549,112.81321,34.71491
ming_courier_stations_2014_p8k.530,POINT (112.38262999999999 34.66527600000001),MDYZK,N,541,ZHOUNANYI Henan (???),ZHOUNANYI,???,???,,410303,???,Xigongqu,???,Luoyang,???,Henan,9595,112.38263,34.66528
ming_courier_stations_2014_p8k.531,POINT (112.63674199999998 34.81383500000001),PA_1903,B,542,MENGJIN Henan (??),MENGJIN,??,??,,410322,???,Mengjin,???,Luoyang,???,Henan,555,112.63674,34.81384
ming_courier_stations_2014_p8k.532,POINT (112.782799 34.90317900000002),MDYZK,N,543,HEYANGYI Henan (???),HEYANGYI,???,???,,410883,???,Mengzhou,???,Jiaozuo,???,Henan,554,112.7828,34.90318
ming_courier_stations_2014_p8k.533,POINT (112.93698900000001 35.08930200000002),MDYZK,N,544,HUAIQINGFU Henan (???),HUAIQINGFU,???,???,,410882,???,Qinyang,???,Jiaozuo,???,Henan,9592,112.93699,35.0893
ming_courier_stations_2014_p8k.534,POINT (112.58267200000003 35.092438000000016),PA_1903,B,545,JIYUAN Henan (??),JIYUAN,??,??,,419001,???,Jiyuan,???????,Henan (Direct Units),???,Henan,529,112.58267,35.09244
ming_courier_stations_2014_p8k.535,POINT (113.66021699999999 35.26812700000002),MDYZK,N,546,CHONGNINGYI Henan (???),CHONGNINGYI,???,???,,410724,???,Huojia,???,Xinxiang,???,Henan,532,113.66022,35.26813
ming_courier_stations_2014_p8k.536,POINT (113.43483699999999 35.231197000000016),MDYZK,N,547,WU?ANYI Henan (???),WU?ANYI,???,???,,410821,???,Xiuwu,???,Jiaozuo,???,Henan,530,113.43484,35.2312
ming_courier_stations_2014_p8k.537,POINT (112.96113695568728 35.17648948035722),MDYZK,Y,548,WANSHANYI Henan (???),WANSHANYI,???,???,,410882,???,Qinyang,???,Jiaozuo,???,Henan,149079,112.96114,35.17649
ming_courier_stations_2014_p8k.538,POINT (113.20302600000004 35.14969300000008),MDYZK,Y,549,NINGGUOYI Henan (???),NINGGUOYI,???,???,,410823,???,Wuzhi,???,Jiaozuo,???,Henan,149132,113.20303,35.14969
ming_courier_stations_2014_p8k.539,POINT (114.76076500000008 39.96149400000008),PA_1903,N,550,XIHEYING Hebei (???),XIHEYING,???,???,,130726,??,Weixian,????,Zhangjiakou,???,Hebei,135496,114.76077,39.96149
ming_courier_stations_2014_p8k.540,POINT (114.569054 39.84053800000002),PA_1903,L,551,WEIZHOU Hebei (??),WEIZHOU,??,??,,130726,??,Weixian,????,Zhangjiakou,???,Hebei,81,114.56905,39.84054
ming_courier_stations_2014_p8k.541,POINT (114.98913600000002 40.06205000000006),PA_1903,N,552,TAOHUABAO Hebei (???),TAOHUABAO,???,???,,130726,??,Weixian,????,Zhangjiakou,???,Hebei,135498,114.98914,40.06205
ming_courier_stations_2014_p8k.542,POINT (114.85104400000012 40.018093000000086),PA_1903,N,553,JIJIAZHUANG Hebei (???),JIJIAZHUANG,???,???,,130726,??,Weixian,????,Zhangjiakou,???,Hebei,135497,114.85104,40.01809
ming_courier_stations_2014_p8k.543,POINT (115.21474499999997 40.37655600000002),MDYZK,L,556,BAO'ANZHOU Hebei (???),BAO'ANZHOU,???,???,,130731,???,Zhuolu,????,Zhangjiakou,???,Hebei,79,115.21474,40.37656
ming_courier_stations_2014_p8k.544,POINT (115.43068700000003 40.21648800000002),PA_1903,N,557,FANSHANBAO Hebei (???),FANSHANBAO,???,???,,130731,???,Zhuolu,????,Zhangjiakou,???,Hebei,15801,115.43069,40.21649
ming_courier_stations_2014_p8k.545,POINT (115.510704 40.397659000000026),PA_1903,L,558,SHACHENG Hebei (??),SHACHENG,??,??,,130730,???,Huailai,????,Zhangjiakou,???,Hebei,15807,115.5107,40.39766
ming_courier_stations_2014_p8k.546,POINT (115.40369399999997 40.43612700000002),PA_1903,L,559,TUMUYI Hebei (???),TUMUYI,???,???,,130730,???,Huailai,????,Zhangjiakou,???,Hebei,15812,115.40369,40.43613
ming_courier_stations_2014_p8k.547,POINT (115.31072999999999 40.45442600000001),MDYZK,Y,560,JIMINGBAO Hebei (???),JIMINGBAO,???,???,,130730,???,Huailai,????,Zhangjiakou,???,Hebei,15775,115.31073,40.45443
ming_courier_stations_2014_p8k.548,POINT (110.33230590820312 34.83512878417969),MDYZK,Y,563,HEDONGYI Shanxi (???),HEDONGYI,???,???,PUZHOUFU,140881,???,Yongji,???,Yuncheng,???,Shanxi,9696,110.33231,34.83513
ming_courier_stations_2014_p8k.549,POINT (110.27365099999999 34.59880800000002),PA_1903,B,564,TONGGUANTING Shaanxi (??),TONGGUANTING,??,??,,610522,???,Tongguan,???,Weinan,???,Shaanxi,955,110.27365,34.59881
ming_courier_stations_2014_p8k.550,POINT (110.94148999999999 34.68461600000001),MDYZK,N,565,TAOLINYI Henan (???),TAOLINYI,???,???,,411282,???,Lingbao,????,Sanmenxia,???,Henan,544,110.94149,34.68462
ming_courier_stations_2014_p8k.551,POINT (111.155629 34.790542000000016),MDYZK,N,566,GUTANGYI Henan (???),GUTANGYI,???,???,,411202,???,Hubinqu,????,Sanmenxia,???,Henan,9602,111.15563,34.79054
ming_courier_stations_2014_p8k.552,POINT (111.76631199999999 34.76519800000002),MDYZK,N,567,LICHENGYI Henan (???),LICHENGYI,???,???,,411221,???,Mianchi,????,Sanmenxia,???,Henan,547,111.76631,34.7652
ming_courier_stations_2014_p8k.553,POINT (112.14430200000001 34.73305900000001),MDYZK,N,568,HANGUANYI Henan (???),HANGUANYI,???,???,,410323,???,Xinan,???,Luoyang,???,Henan,553,112.1443,34.73306
ming_courier_stations_2014_p8k.554,POINT (113.81974800000002 34.03139100000001),MDYZK,N,569,XUZHOUYI Henan (???),XUZHOUYI,???,???,,411002,???,Weiduqu,???,Xuchang,???,Henan,9596,113.81975,34.03139
ming_courier_stations_2014_p8k.555,POINT (113.68135799999999 35.12496200000001),MDYZK,Y,570,KANGCUNYI Henan (???),KANGCUNYI,???,???,,410724,???,Huojia,???,Xinxiang,???,Henan,18031,113.68136,35.12496
ming_courier_stations_2014_p8k.556,POINT (117.69675399999997 40.11242700000001),MDYZK,Y,571,SHIMENZHENYI Hebei (????),SHIMENZHENYI,????,????,,130281,???,Zunhua,???,Tangshan,???,Hebei,15544,117.69675,40.11243
ming_courier_stations_2014_p8k.557,POINT (117.95798499999997 40.18444800000002),MDYZK,Y,572,ZUNHUA Hebei (???),ZUNHUA,???,???,,130281,???,Zunhua,???,Tangshan,???,Hebei,9505,117.95798,40.18445
ming_courier_stations_2014_p8k.558,POINT (116.87155300000006 39.769569000000054),MDYZK,Y,573,HEHEYI Beijing (???),HEHEYI,???,???,,110112,???,Tongzhou,???????,Beijing (Districts),???,Beijing,136426,116.87155,39.76957
ming_courier_stations_2014_p8k.559,POINT (116.69800200000007 39.846869000000034),MDYZK,Y,574,ZHANGJIAWAN Beijing (???),ZHANGJIAWAN,???,???,,110112,???,Tongzhou,???????,Beijing (Districts),???,Beijing,136421,116.698,39.84687
ming_courier_stations_2014_p8k.560,POINT (116.95332300000005 39.62164700000007),MDYZK,Y,575,HEXIYI Tianjin (???),HEXIYI,???,???,,120114,???,Wuqing,???????,Tianjin (Districts),???,Tianjin,136599,116.95332,39.62165
ming_courier_stations_2014_p8k.561,POINT (117.18781999999999 39.136971000000024),MDYZK,N,576,YANGQINGYI Tianjin (???),YANGQINGYI,???,???,YANGQINGYI,120104,???,Nankai,???????,Tianjin (Districts),???,Tianjin,9514,117.18782,39.13697
ming_courier_stations_2014_p8k.562,POINT (117.06312599999998 39.37859300000009),MDYZK,Y,577,YANGCUNYI Tianjin (???),YANGCUNYI,???,???,,120114,???,Wuqing,???????,Tianjin (Districts),???,Tianjin,136610,117.06313,39.37859
ming_courier_stations_2014_p8k.563,POINT (119.77024100000001 40.01019300000001),MDYZK,N,578,YUGUANYI Hebei (???),YUGUANYI,???,???,,130303,????,Shanhaiguan,????,Qinhuangdao,???,Hebei,15985,119.77024,40.01019
ming_courier_stations_2014_p8k.564,POINT (113.53441600000001 34.874363000000024),MDYZK,N,579,SUNINGYI Henan (???),SUNINGYI,???,???,SUNINGYI,410102,???,Zhongyuanqu,???,Zhengzhou,???,Henan,566,113.53442,34.87436
ming_courier_stations_2014_p8k.565,POINT (113.347397 34.78310800000002),MDYZK,Y,580,YINGYANG Henan (??),YINGYANG,??,??,,410182,???,Xingyang,???,Zhengzhou,???,Henan,565,113.3474,34.78311
ming_courier_stations_2014_p8k.566,POINT (114.026253 34.73209400000002),MDYZK,N,581,PUTIANYI Henan (???),PUTIANYI,???,???,DALIANGYI,410122,???,Zhongmu,???,Zhengzhou,???,Henan,570,114.02625,34.73209
ming_courier_stations_2014_p8k.567,POINT (114.180771 34.413452000000014),MDYZK,Y,582,WEISHIYI Henan (???),WEISHIYI,???,???,,410223,???,Weishi,???,Kaifeng,???,Henan,576,114.18077,34.41345
ming_courier_stations_2014_p8k.568,POINT (113.98011897513003 34.28828947330102),MDYZK,Y,583,WEICHUANYI Henan (???),WEICHUANYI,???,???,,410223,???,Weishi,???,Kaifeng,???,Henan,561,113.98012,34.28829
ming_courier_stations_2014_p8k.569,POINT (114.259353 33.26723900000001),MDYZK,Y,584,SHANGCAIYI Henan (???),SHANGCAIYI,???,???,,411722,???,Shangcai,????,Zhumadian,???,Henan,622,114.25935,33.26724
ming_courier_stations_2014_p8k.570,POINT (114.34424850371629 33.0048160607228),MDYZK,Y,585,RUYANGYI Henan (???),RUYANGYI,???,???,,411727,???,Runan,????,Zhumadian,???,Henan,600,114.34425,33.00482
ming_courier_stations_2014_p8k.571,POINT (114.38120999999998 32.60911900000002),MDYZK,Y,586,ZHENYANG Henan (???),ZHENYANG,???,???,,411724,???,Zhengyang,????,Zhumadian,???,Henan,614,114.38121,32.60912
ming_courier_stations_2014_p8k.572,POINT (114.52223999999998 32.20237400000002),MDYZK,Y,587,LUOSHAN Henan (??),LUOSHAN,??,??,,411521,???,Luoshan,???,Xinyang,???,Henan,620,114.52224,32.20237
ming_courier_stations_2014_p8k.573,POINT (115.12510700000009 31.697765000000068),PA_1903,L,588,SHAWO Henan (??),SHAWO,??,??,,411523,??,Xinxian,???,Xinyang,???,Henan,150011,115.12511,31.69777
ming_courier_stations_2014_p8k.574,POINT (113.989113 33.14783900000001),PA_1903,B,589,SUIPING Henan (??),SUIPING,??,??,,411728,???,Suiping,????,Zhumadian,???,Henan,597,113.98911,33.14784
ming_courier_stations_2014_p8k.575,POINT (114.01677908354469 32.81090169101488),PA_1903,B,590,QUESHAN Henan (??),QUESHAN,??,??,,411725,???,Queshan,????,Zhumadian,???,Henan,619,114.01678,32.8109
ming_courier_stations_2014_p8k.576,POINT (112.53546900000002 33.00167800000001),MDYZK,N,591,WANCHENGYI Henan (???),WANCHENGYI,???,???,WANCHENGYI,411303,???,Wolongqu,???,Nanyang,???,Henan,9599,112.53547,33.00168
ming_courier_stations_2014_p8k.577,POINT (112.511 32.75500000000002),MDYZK,Y,592,LINSHUIYI Henan (???),LINSHUIYI,???,???,,411302,???,Wanchengqu,???,Nanyang,???,Henan,18199,112.511,32.755
ming_courier_stations_2014_p8k.578,POINT (114.52452800000002 34.67319500000002),MDYZK,N,593,SHENCHENGYI Henan (???),SHENCHENGYI,???,???,CHENLIU,410224,???,Kaifeng,???,Kaifeng,???,Henan,573,114.52453,34.6732
ming_courier_stations_2014_p8k.579,POINT (114.77448299999998 34.55351300000002),MDYZK,Y,594,YONGQIUYI Henan (???),YONGQIUYI,???,???,,410221,??,Qixian,???,Kaifeng,???,Henan,,114.77448,34.55351
ming_courier_stations_2014_p8k.580,POINT (114.77448299999998 34.55351300000002),MDYZK,Y,595,YONGQIUYI Henan (???),YONGQIUYI,???,???,QIXIAN,410221,??,Qixian,???,Kaifeng,???,Henan,580,114.77448,34.55351
ming_courier_stations_2014_p8k.581,POINT (115.06597100000002 34.43050400000002),MDYZK,Y,596,KUIQIUYI Henan (???),KUIQIUYI,???,???,SUIZHOU,411422,??,Suixian,???,Shangqiu,???,Henan,1742,115.06597,34.4305
ming_courier_stations_2014_p8k.582,POINT (115.315368 34.44597600000002),MDYZK,Y,597,NINGCHENGYI Henan (???),NINGCHENGYI,???,???,NINGLING,411423,???,Ningling,???,Shangqiu,???,Henan,582,115.31537,34.44598
ming_courier_stations_2014_p8k.583,POINT (115.60745199999998 34.385052000000016),MDYZK,Y,598,SHANGQIUYI Henan (???),SHANGQIUYI,???,???,,411403,???,Suiyangqu,???,Shangqiu,???,Henan,581,115.60745,34.38505
ming_courier_stations_2014_p8k.584,POINT (115.85871712746503 34.23512821823247),MDYZK,Y,599,SHILIUGUYI Henan (????),SHILIUGUYI,????,????,ZHELIUGU,411425,???,Yucheng,???,Shangqiu,???,Henan,148452,115.85872,34.23513
ming_courier_stations_2014_p8k.585,POINT (116.0688480000001 34.097176000000054),MDYZK,Y,600,HUITINGYI Henan (???),HUITINGYI,???,???,,411426,???,Xiayi,???,Shangqiu,???,Henan,148593,116.06885,34.09718
ming_courier_stations_2014_p8k.586,POINT (116.36399800000002 33.93945700000001),MDYZK,Y,601,TAIQIUYI Henan (???),TAIQIUYI,???,???,YONGCHENG,411481,???,Yongcheng,???,Shangqiu,???,Henan,607,116.364,33.93946
ming_courier_stations_2014_p8k.587,POINT (113.54460900000001 39.27515000000007),MDYZK,N,602,SHAJIANYI Shanxi (???),SHAJIANYI,???,???,SHAHEZHEN,140924,???,Fanzhi,???,Xinzhou,???,Shanxi,147443,113.54461,39.27515
ming_courier_stations_2014_p8k.588,POINT (112.73120099999998 38.39856300000002),MDYZK,Y,603,JIUYUANYI Shanxi (???),JIUYUANYI,???,???,XINZHOU,140902,???,Xinfu,???,Xinzhou,???,Shanxi,9684,112.7312,38.39856
ming_courier_stations_2014_p8k.589,POINT (112.78545400000009 39.201519000000076),MDYZK,Y,604,GUANGWUYI Shanxi (???),GUANGWUYI,???,???,,140621,???,Shanyin,???,Shuozhou,???,Shanxi,147326,112.78545,39.20152
ming_courier_stations_2014_p8k.590,POINT (112.421997 39.307999000000024),MDYZK,Y,605,CHENGDONGYI Shanxi (???),CHENGDONGYI,???,???,SHUOZHOU,140602,???,Shuocheng,???,Shuozhou,???,Shanxi,1089,112.422,39.308
ming_courier_stations_2014_p8k.591,POINT (111.497002 39.44200100000002),MDYZK,N,607,PIANTOUGUANSUO Shanxi (????),PIANTOUGUANSUO,????,????,BIANGUAN,140932,???,Pianguan,???,Xinzhou,???,Shanxi,1083,111.497,39.442
ming_courier_stations_2014_p8k.592,POINT (111.5718933616828 38.70198699820851),MDYZK,Y,610,YONGNINGYI Shanxi (???),YONGNINGYI,???,???,KELANZHOU,140929,???,Kelan,???,Xinzhou,???,Shanxi,1074,111.57189,38.70199
ming_courier_stations_2014_p8k.593,POINT (111.69300100000001 38.39099900000002),MDYZK,Y,611,LANXIAN Shanxi (??),LANXIAN,??,??,,141127,??,Lan,???,Lvliang,???,Shanxi,1097,111.693,38.391
ming_courier_stations_2014_p8k.594,POINT (111.940109 38.35765800000002),MDYZK,Y,612,NAONIYI Shanxi (???),NAONIYI,???,???,JINGLE,140926,???,Jingle,???,Xinzhou,???,Shanxi,1098,111.94011,38.35766
ming_courier_stations_2014_p8k.595,POINT (112.18762200000005 38.31668100000008),MDYZK,Y,613,KANGJIAHUIYI Shanxi (????),KANGJIAHUIYI,????,????,,140926,???,Jingle,???,Xinzhou,???,Shanxi,147310,112.18762,38.31668
ming_courier_stations_2014_p8k.596,POINT (112.41559600000005 38.13961400000006),MDYZK,Y,614,LINGJINGYI Shanxi (???),LINGJINGYI,???,???,,140122,???,Yangqu,???,Taiyuan,???,Shanxi,144859,112.4156,38.13961
ming_courier_stations_2014_p8k.597,POINT (114.276054 39.76355400000001),MDYZK,Y,615,GUANGLING Shanxi (??),GUANGLING,??,??,,140223,???,Guangling,???,Datong,???,Shanxi,1094,114.27605,39.76355
ming_courier_stations_2014_p8k.598,POINT (113.50169600000005 39.87845800000009),MDYZK,Y,616,WENGCHENGKOUYI Shanxi (????),WENGCHENGKOUYI,????,????,,140227,???,Datong,???,Datong,???,Shanxi,,113.5017,39.87846
ming_courier_stations_2014_p8k.599,POINT (113.68489800000002 39.69633500000001),MDYZK,Y,617,HUNYUAN Shanxi (???),HUNYUAN,???,???,,140225,???,Hunyuan,???,Datong,???,Shanxi,1090,113.6849,39.69634
ming_courier_stations_2014_p8k.600,POINT (113.29638699999998 40.092838000000015),MDYZK,L,618,YUNZHONGYI Shanxi (???),YUNZHONGYI,???,???,,140211,???,Nanjiaoqu,???,Datong,???,Shanxi,9680,113.29639,40.09284
ming_courier_stations_2014_p8k.601,POINT (113.102997 39.820000000000014),MDYZK,N,619,XI?ANYI Shanxi (???),XI?ANYI,???,???,,140624,???,Huairen,???,Shuozhou,???,Shanxi,1091,113.103,39.82
ming_courier_stations_2014_p8k.602,POINT (113.18365004581892 39.55909336313912),MDYZK,N,620,ANYINZIYI Shanxi (????),ANYINZIYI,????,????,,140622,??,Yingxian,???,Shuozhou,???,Shanxi,1092,113.18365,39.55909
