# title: Ming Dynasty Courier Routes and Postal Stations
# places: places_courier.csv
# timespan: [1368,,,1644,Late Ming Dynasty]
# pub_date: 2014
# segmentType: hroute
# contributors: [Lex Berman (CGA, Harvard Univ); Zhang Wei (Nankai University, Tianjin)]
# description: The Late Ming Dynasty Courier Stations and Routes were compiled primarily from the "Mingdai Yizhankao" by YANG Zhengtai, supplemented for some areas with information derived from the 1908 Postal Atlas. The Courier Stations and Routes were developed for use in an online network analyst application, which calculates the shortest route between selected postal stations on the fly:    http://maps.cga.harvard.edu/chinapostoffice/
# uri: https://github.com/kgeographer/topotime/tree/master/data/source/courier/README_Ming_Courier_Routes_Stations_2014.txt
collection;route_id;segment_id;source;target;label;geometry;timespan;duration;follows;maj_minor;src
courier;4000;4000-107;176;183;FENGXIANGYI Anhui (枫香驿) - TAIHU Anhui (太湖);{"type":"MultiLineString","coordinates":[[[116.265075683594,30.4200592041017],[116.216667175293,30.3666667938232]]]};;;;1;MDYZK
courier;4000;4000-108;169;664;TINGQIAN Hubei (亭前驿) - SUSONG Anhui (宿松);{"type":"MultiLineString","coordinates":[[[116.114196777344,30.1512126922607],[115.934936523438,30.0792007446289]]]};;;;1;MDYZK
courier;4000;4000-109;169;171;TINGQIAN Hubei (亭前驿) - XUNYANG Jiangxi (浔阳驿);{"type":"MultiLineString","coordinates":[[[115.934936523438,30.0792007446289],[115.985679626465,29.7223644256592]]]};;;;1;
courier;4000;4000-110;171;863;XUNYANG Jiangxi (浔阳驿) - KUANGLUYI Jiangxi (匡庐驿);{"type":"MultiLineString","coordinates":[[[115.985679626465,29.7223644256592],[116.041122,29.4534860000001]]]};;;;1;
courier;4000;4000-111;165;166;DE'AN Jiangxi (德安) - JIANCHANG Jiangxi (建昌);{"type":"MultiLineString","coordinates":[[[115.745025634766,29.3305644989014],[115.761817932129,29.0878314971924]]]};;;;1;
courier;4000;4000-112;166;168;JIANCHANG Jiangxi (建昌) - NANPU Jiangxi (南浦驿);{"type":"MultiLineString","coordinates":[[[115.761817932129,29.0878314971924],[115.897720336914,28.6748962402344]]]};;;;1;
courier;4000;4000-113;168;866;NANPU Jiangxi (南浦驿) - SHICHAYI Jiangxi (市汊驿);{"type":"MultiLineString","coordinates":[[[115.897720336914,28.6748962402344],[115.836689,28.4112890000001]]]};;;;1;
courier;4000;4000-114;161;867;XIAOTAN Jiangxi (萧滩驿) - JIANJIANGYI Jiangxi (剑江驿);{"type":"MultiLineString","coordinates":[[[115.785782,28.1977540000001],[115.398986816406,28.0155696868897]]]};;;;1;
courier;4000;4000-115;160;161;JINCHUAN Jiangxi (金川驿) - XIAOTAN Jiangxi (萧滩驿);{"type":"MultiLineString","coordinates":[[[115.398986816406,28.0155696868896],[115.383399963379,27.759880065918]]]};;;;1;
courier;4000;4000-116;159;160;YUXIA Jiangxi (玉峡驿) - JINCHUAN Jiangxi (金川驿);{"type":"MultiLineString","coordinates":[[[115.383399963379,27.759880065918],[115.147277832031,27.553689956665]]]};;;;1;
courier;4000;4000-117;157;873;JISHUIYI Jiangxi (吉水) - BAISHAYI Jiangxi (白沙驿);{"type":"MultiLineString","coordinates":[[[115.093897,27.3275160000001],[115.132247924805,27.2143669128418]]]};;;;1;
courier;4000;4000-118;155;157;LUOCHUAN Jiangxi (螺川驿) - JISHUIYI Jiangxi (吉水);{"type":"MultiLineString","coordinates":[[[115.132247924805,27.2143669128418],[114.97127532959,27.1032390594482]]]};;;;1;
courier;4000;4000-119;153;155;BAIXIAYI Jiangxi (白下驿) - LUOCHUAN Jiangxi (螺川驿);{"type":"MultiLineString","coordinates":[[[114.97127532959,27.1032390594482],[114.894874572754,26.7921028137207]]]};;;;1;
courier;4000;4000-120;150;153;WUYUN Jiangxi (五云驿) - BAIXIAYI Jiangxi (白下驿);{"type":"MultiLineString","coordinates":[[[114.894874572754,26.7921028137207],[114.779678344727,26.4617691040039]]]};;;;1;
courier;4000;4000-121;154;875;SHUIXIYI Jiangxi (水西驿) - YOUZHENYI Jiangxi (攸镇驿);{"type":"MultiLineString","coordinates":[[[114.905495,26.1298120000001],[114.932479858398,25.8470001220704]]]};;;;1;
courier;4000;4000-122;148;154;NANYE Jiangxi (南埜驿) - SHUIXIYI Jiangxi (水西驿);{"type":"MultiLineString","coordinates":[[[114.932479858398,25.8470001220703],[114.745162963867,25.6585712432861]]]};;;;1;
courier;4000;4000-123;148;876;NANYE Jiangxi (南埜驿) - XIAOXIYI Jiangxi (小溪驿);{"type":"MultiLineString","coordinates":[[[114.745162963867,25.6585712432862],[114.550003051758,25.4833335876466]]]};;;;1;
courier;4000;4000-124;133;138;LINGJIANG Guangdong (凌江驿) - HENGPUYI Jiangxi (横浦驿);{"type":"MultiLineString","coordinates":[[[114.350570678711,25.3999538421631],[114.302085876465,25.1188430786133]]]};;;;1;1903 atlas
courier;4000;4000-125;133;362;LINGJIANG Guangdong (凌江驿) - SHIXING Guangdong (始兴);{"type":"MultiLineString","coordinates":[[[114.302085876465,25.1188430786133],[114.063148,24.945763]]]};;;;1;1903 atlas
courier;4000;4000-126;101;109;ANYUAN Guangdong (安远驿) - YINGDE Guangdong (英德);{"type":"MultiLineString","coordinates":[[[113.402076721191,24.1729373931885],[113.022132873535,23.7207279205322]]]};;;;1;1903 atlas
courier;4000;4000-127;96;101;XI'NAN Guangdong (西南驿) - ANYUAN Guangdong (安远驿);{"type":"MultiLineString","coordinates":[[[113.022132873535,23.7207279205322],[112.886070251465,23.1658687591553]]]};;;;1;
courier;4000;4000-128;96;104;XI'NAN Guangdong (西南驿) - WUYANG Guangdong (五羊驿);{"type":"MultiLineString","coordinates":[[[112.886070251465,23.1658687591553],[113.256065368652,23.1346244812012]]]};;;;1;
courier;4000;4000-129;120;127;XINZHONG Henan (新中驿) - WEIYUANYI Henan (卫源驿);{"type":"MultiLineString","coordinates":[[[114.070266723633,35.4103851318359],[113.86824798584,35.3099403381348]]]};;;;1;
courier;4000;4000-130;115;579;GUANCHENGYI Henan (管城驿) - SUNINGYI Henan (索亭驿);{"type":"MultiLineString","coordinates":[[[113.534416,34.8743630000001],[113.641311645508,34.7580757141113]]]};;;;1;1903 atlas
courier;4000;4000-131;115;118;GUANCHENGYI Henan (管城驿) - GUODIAN Henan (郭店驿);{"type":"MultiLineString","coordinates":[[[113.641311645508,34.7580757141113],[113.719085693359,34.3973236083984]]]};;;;1;MDYZK
courier;4000;4000-132;123;124;LINYING Henan (临颖驿) - YANCHENG Henan (郾城驿);{"type":"MultiLineString","coordinates":[[[113.960639953613,33.8086051940918],[113.965698242188,33.5822105407715]]]};;;;1;MDYZK
courier;4000;4000-133;124;125;YANCHENG Henan (郾城驿) - XIPING Henan (西平驿);{"type":"MultiLineString","coordinates":[[[113.965698242188,33.5822105407715],[114.015533447266,33.3890571594238]]]};;;;1;MDYZK
courier;4000;4000-134;125;584;XIPING Henan (西平驿) - SHANGCAIYI Henan (上蔡驿);{"type":"MultiLineString","coordinates":[[[114.015533447266,33.3890571594239],[114.259353,33.2672390000001]]]};;;;1;MDYZK
courier;4000;4000-135;584;585;SHANGCAIYI Henan (上蔡驿) - RUYANGYI Henan (汝阳驿);{"type":"MultiLineString","coordinates":[[[114.259353,33.2672390000001],[114.344248503716,33.0048160607228]]]};;;;1;MDYZK
courier;4000;4000-136;585;586;RUYANGYI Henan (汝阳驿) - ZHENYANG Henan (真阳县);{"type":"MultiLineString","coordinates":[[[114.344248503716,33.0048160607228],[114.38121,32.6091190000001]]]};;;;2;MDYZK
courier;4000;4000-137;116;119;DE'ANFU Hubei (德安府) - YUNMENG Hubei (云梦);{"type":"MultiLineString","coordinates":[[[113.686897277832,31.2526092529297],[113.733299255371,31.0200290679932]]]};;;;2;MDYZK
courier;4000;4000-138;119;682;YUNMENG Hubei (云梦) - LIUJIAYI Hubei (刘家驿);{"type":"MultiLineString","coordinates":[[[113.733299255371,31.0200290679932],[113.810852,30.764212]]]};;;;2;MDYZK
courier;4000;4000-139;682;684;LIUJIAYI Hubei (刘家驿) - CAIDIANYI Hubei (蔡店驿);{"type":"MultiLineString","coordinates":[[[113.810852,30.764212],[114.025635,30.580984]]]};;;;1;MDYZK
courier;4000;4000-140;131;684;HANYANGFU Hubei (汉阳府) - CAIDIANYI Hubei (蔡店驿);{"type":"MultiLineString","coordinates":[[[114.025635,30.580984],[114.261924743652,30.5443744659424]]]};;;;1;MDYZK
courier;4000;4000-141;131;135;HANYANGFU Hubei (汉阳府) - WUCHANGFU Hubei (武昌府);{"type":"MultiLineString","coordinates":[[[114.261924743652,30.5443744659424],[114.319190979004,30.5413856506348]]]};;;;1;MDYZK
courier;4000;4000-142;135;692;WUCHANGFU Hubei (武昌府) - DONGHUYI Hubei (东湖驿);{"type":"MultiLineString","coordinates":[[[114.319190979004,30.5413856506348],[114.402428,30.3534050000001]]]};;;;1;MDYZK
courier;4000;4000-143;121;691;FENGSHANYI Hubei (凤山驿) - GUANTANGYI Hubei (官塘驿);{"type":"MultiLineString","coordinates":[[[114.084274,29.8072170000001],[113.874610900879,29.7083530426025]]]};;;;1;MDYZK
courier;4000;4000-144;106;359;LINXIANG Hunan (临湘) - YUNXI Hunan (云谿驿);{"type":"MultiLineString","coordinates":[[[113.292869567871,29.5881385803224],[113.233329772949,29.5]]]};;;;2;
courier;4000;4000-145;97;99;XIANGTANYI Hunan (湘潭驿) - LINXIANGYI Hunan (临湘驿);{"type":"MultiLineString","coordinates":[[[112.978134155273,28.1981983184814],[112.911262512207,27.8726978302002]]]};;;;1;MDYZK
courier;4000;4000-146;94;695;HUANGBAO Hunan (黄堡驿) - HUANGHUAYI Hunan (皇华驿);{"type":"MultiLineString","coordinates":[[[112.885614598816,27.3825111997162],[112.852416992188,27.2456455230713]]]};;;;1;MDYZK
courier;4000;4000-147;90;94;LINCHENGYI Hunan (临丞驿) - HUANGBAO Hunan (黄堡驿);{"type":"MultiLineString","coordinates":[[[112.852416992188,27.2456455230713],[112.597038269043,26.9016170501709]]]};;;;1;MDYZK
courier;4000;4000-148;79;697;SANWUYI Hunan (三吾驿) - PAISHANYI Hunan (排山驿);{"type":"MultiLineString","coordinates":[[[112.227511,26.7927830000002],[111.855895996094,26.5916919708251]]]};;;;1;MDYZK
courier;4000;4000-149;72;698;LINGLING Hunan (零陵) - SANWUYI Hunan (三吾驿);{"type":"MultiLineString","coordinates":[[[111.584228,26.443543],[111.612564086914,26.2103385925293]]]};;;;1;
courier;4000;4000-150;67;72;CHENGNAN Guangxi (城南驿) - LINGLING Hunan (零陵);{"type":"MultiLineString","coordinates":[[[111.612564086914,26.2103385925293],[111.065002441406,25.9318141937256]]]};;;;1;
courier;4000;4000-151;65;67;BAIYUNYI Guangxi (白云驿) - CHENGNAN Guangxi (城南驿);{"type":"MultiLineString","coordinates":[[[111.065002441406,25.9318141937256],[110.665870666504,25.6131324768066]]]};;;;1;
courier;4000;4000-152;62;65;DALONG Guangxi (大龙驿) - BAIYUNYI Guangxi (白云驿);{"type":"MultiLineString","coordinates":[[[110.665870666504,25.6131324768066],[110.383689880371,25.4632034301758]]]};;;;1;
courier;4000;4000-153;61;62;DONGJIANG Guangxi (东江驿) - DALONG Guangxi (大龙驿);{"type":"MultiLineString","coordinates":[[[110.383689880371,25.4632034301758],[110.286262512207,25.2800598144531]]]};;;;1;
courier;4000;4000-154;111;118;QINGYING Henan (清颖驿) - GUODIAN Henan (郭店驿);{"type":"MultiLineString","coordinates":[[[113.719085693359,34.3973236083984],[113.467056274414,34.1624908447266]]]};;;;1;MDYZK
courier;4000;4000-155;111;112;QINGYING Henan (清颖驿) - XINCHENG Henan (新城驿);{"type":"MultiLineString","coordinates":[[[113.467056274414,34.1624908447266],[113.472366333008,33.8536911010742]]]};;;;1;MDYZK
courier;4000;4000-156;107;112;ZHISHUI Henan (滍水驿) - XINCHENG Henan (新城驿);{"type":"MultiLineString","coordinates":[[[113.472366333008,33.8536911010742],[113.345527648926,33.6233024597168]]]};;;;1;MDYZK
courier;4000;4000-157;100;107;ZHEYANG Henan (赭阳驿) - ZHISHUI Henan (滍水驿);{"type":"MultiLineString","coordinates":[[[113.345527648926,33.6233024597168],[112.99250793457,33.2600784301758]]]};;;;1;
courier;4000;4000-158;92;100;BOWANG Henan (博望驿) - ZHEYANG Henan (赭阳驿);{"type":"MultiLineString","coordinates":[[[112.99250793457,33.2600784301758],[112.711799621582,33.1642913818359]]]};;;;1;MDYZK
courier;4000;4000-159;87;592;TUANYANG Henan (湍阳驿) - LINSHUIYI Henan (林水驿);{"type":"MultiLineString","coordinates":[[[112.511,32.7550000000001],[112.358428955078,32.5248718261719]]]};;;;1;MDYZK
courier;4000;4000-160;87;669;TUANYANG Henan (湍阳驿) - LVYANYI Hubei (吕堰驿);{"type":"MultiLineString","coordinates":[[[112.358428955078,32.5248718261719],[112.228928,32.265553]]]};;;;1;MDYZK
courier;4000;4000-161;81;85;HANJIANGYI Hubei (汉江驿) - YANCHENG Hubei (鄢城驿);{"type":"MultiLineString","coordinates":[[[112.155862,32.0202830000001],[112.260131835938,31.7107009887696]]]};;;;1;
courier;4000;4000-162;85;671;YANCHENG Hubei (鄢城驿) - LIYANGYI Hubei (丽阳驿);{"type":"MultiLineString","coordinates":[[[112.260131835938,31.7107009887696],[112.318733,31.4335310000001]]]};;;;1;MDYZK
courier;4000;4000-163;82;672;JINGNAN Hubei (荆南驿) - JIANYANGYI Hubei (建阳驿);{"type":"MultiLineString","coordinates":[[[112.180946,30.6917460000001],[112.190773010254,30.3504447937012]]]};;;;1;
courier;4000;4000-164;82;674;JINGNAN Hubei (荆南驿) - BAISHAYI Hubei (白沙驿);{"type":"MultiLineString","coordinates":[[[112.190773010254,30.3504447937012],[112.300003051758,30.2000007629395]]]};;;;1;MDYZK
courier;4000;4000-165;76;80;LANJIANGYI Hunan (兰江驿) - CHANLING Hubei (孱陵驿);{"type":"MultiLineString","coordinates":[[[112.078102111816,29.9145011901855],[111.756988525391,29.6401519775391]]]};;;;1;
courier;4000;4000-166;74;675;DALONG Hunan (大龙驿) - DALONGYI Hunan (大龙驿);{"type":"MultiLineString","coordinates":[[[111.602651810574,29.2060982012702],[111.691299438477,29.0348072052003]]]};;;;1;MDYZK
courier;4000;4000-167;70;74;TAOYUAN Hunan (桃源驿) - DALONG Hunan (大龙驿);{"type":"MultiLineString","coordinates":[[[111.691299438477,29.0348072052002],[111.477767944336,28.9015979766846]]]};;;;1;
courier;4000;4000-168;63;965;YIRONGYI Hunan (怡容驿) - CHENYANGYI Hunan (辰阳驿);{"type":"MultiLineString","coordinates":[[[110.396965026855,28.4581909179687],[110.39209,28.440548]]]};;;;1;
courier;4000;4000-169;962;963;HUAIHUAYI Hunan (怀化驿) - SHANTANGYI Hunan (山塘驿);{"type":"MultiLineString","coordinates":[[[110.233329772949,27.8999996185304],[110.112259,27.620098]]]};;;;1;
courier;4000;4000-170;51;53;PINGXI Guizhou (平溪驿) - HUANGZHOU Hunan (晃州驿);{"type":"MultiLineString","coordinates":[[[109.198509216309,27.3817043304443],[108.911544799805,27.2359313964844]]]};;;;1;
courier;4000;4000-171;50;51;QINGLANG Guizhou (清浪卫) - PINGXI Guizhou (平溪驿);{"type":"MultiLineString","coordinates":[[[108.911544799805,27.2359313964844],[108.730377197266,27.1266841888428]]]};;;;1;
courier;4000;4000-172;47;50;ZHENYUAN Guizhou (镇远驿) - QINGLANG Guizhou (清浪卫);{"type":"MultiLineString","coordinates":[[[108.730377197266,27.1266841888428],[108.418449401855,27.0542640686035]]]};;;;1;
courier;4000;4000-173;45;47;PIANQIAO Guizhou (偏桥驿) - ZHENYUAN Guizhou (镇远驿);{"type":"MultiLineString","coordinates":[[[108.418449401855,27.0542640686035],[108.118927001953,27.0372734069824]]]};;;;1;
courier;4000;4000-174;38;45;QINGPING Guizhou (清平驿) - PIANQIAO Guizhou (偏桥驿);{"type":"MultiLineString","coordinates":[[[108.118927001953,27.0372734069825],[107.78897857666,26.658317565918]]]};;;;1;
courier;4000;4000-175;35;38;XINTIAN Guizhou (新添驿) - QINGPING Guizhou (清平驿);{"type":"MultiLineString","coordinates":[[[107.78897857666,26.658317565918],[107.239624023438,26.5856456756592]]]};;;;1;
courier;4000;4000-176;32;35;LONGLI Guizhou (龙里驿) - XINTIAN Guizhou (新添驿);{"type":"MultiLineString","coordinates":[[[107.239624023438,26.5856456756592],[106.981063842773,26.4583358764648]]]};;;;1;
courier;4000;4000-177;29;32;HUANGHUA Guizhou (贵州驿) - LONGLI Guizhou (龙里驿);{"type":"MultiLineString","coordinates":[[[106.981063842773,26.4583358764648],[106.709114074707,26.5807781219482]]]};;;;1;
courier;4000;4000-178;25;29;WEIQING Guizhou (威清驿) - HUANGHUA Guizhou (贵州驿);{"type":"MultiLineString","coordinates":[[[106.709114074707,26.5807781219482],[106.467620849609,26.5560493469238]]]};;;;1;
courier;4000;4000-179;24;25;PINGBA Guizhou (平坝驿) - WEIQING Guizhou (威清驿);{"type":"MultiLineString","coordinates":[[[106.467620849609,26.5560493469238],[106.260856628418,26.4177875518799]]]};;;;1;
courier;4000;4000-180;22;24;PULIYI Guizhou (普利驿) - PINGBA Guizhou (平坝驿);{"type":"MultiLineString","coordinates":[[[106.260856628418,26.4177875518799],[105.927864074707,26.2432441711426]]]};;;;1;
courier;4000;4000-181;20;22;ANZHUANG Guizhou (安庄驿) - PULIYI Guizhou (普利驿);{"type":"MultiLineString","coordinates":[[[105.927864074707,26.2432441711426],[105.763557434082,26.0545959472656]]]};;;;1;
courier;4000;4000-182;18;20;CHACHENG Guizhou (查城) - ANZHUANG Guizhou (安庄驿);{"type":"MultiLineString","coordinates":[[[105.763557434082,26.0545959472656],[105.485824584961,25.9102077484131]]]};;;;1;
courier;4000;4000-183;17;18;WEIJIUYI Guizhou (尾酒驿) - CHACHENG Guizhou (查城);{"type":"MultiLineString","coordinates":[[[105.485824584961,25.9102077484131],[105.215881347656,25.8334693908691]]]};;;;1;
courier;4000;4000-184;15;17;XINXING Guizhou (新兴驿) - WEIJIUYI Guizhou (尾酒驿);{"type":"MultiLineString","coordinates":[[[105.215881347656,25.8334693908691],[104.952079772949,25.7884101867676]]]};;;;1;
courier;4000;4000-185;13;15;PU'AN Guizhou (普安) - XINXING Guizhou (新兴驿);{"type":"MultiLineString","coordinates":[[[104.952079772949,25.7884101867676],[104.649894714355,25.7931423187256]]]};;;;1;
courier;4000;4000-186;13;251;PU'AN Guizhou (普安) - BAISHUISI Yunnan (白水司);{"type":"MultiLineString","coordinates":[[[104.649894714355,25.7931423187257],[104.011978,25.6571450000001]]]};;;;1;
courier;4000;4000-187;5;6;NANNING XIAN Yunnan (南宁县) - ZHANYI Yunnan (沾益);{"type":"MultiLineString","coordinates":[[[103.796775817871,25.4958438873291],[103.822113037109,25.6099281311035]]]};;;;1;
courier;4000;4000-188;5;6;NANNING XIAN Yunnan (南宁县) - ZHANYI Yunnan (沾益);{"type":"MultiLineString","coordinates":[[[103.822113037109,25.6099281311035],[103.796775817871,25.4958438873291]]]};;;;1;
courier;4000;4000-189;4;5;MALONG Yunnan (马龙) - NANNING XIAN Yunnan (南宁县);{"type":"MultiLineString","coordinates":[[[103.796775817871,25.4958438873291],[103.580207824707,25.4284343719482]]]};;;;1;
courier;4000;4000-190;2;4;YANGLIN Yunnan (杨林) - MALONG Yunnan (马龙);{"type":"MultiLineString","coordinates":[[[103.580207824707,25.4284343719482],[103.06189,25.220108]]]};;;;1;
courier;4000;4000-191;1;2;YUNNANFU Yunnan (云南府) - YANGLIN Yunnan (杨林);{"type":"MultiLineString","coordinates":[[[103.06189,25.220108],[102.710350036621,25.0459136962891]]]};;;;1;
courier;4000;4000-192;88;623;XUGOU Shanxi (徐沟) - TONGGEYI Shanxi (同戈驿);{"type":"MultiLineString","coordinates":[[[112.508056640625,37.5936126708986],[112.508995056152,37.5571823120118]]]};;;;1;MDYZK
courier;4000;4000-193;86;624;QIXIAN Shanxi (祁县) - JIALINGYI Shanxi (贾令驿);{"type":"MultiLineString","coordinates":[[[112.356949,37.4152530000002],[112.315299987793,37.353816986084]]]};;;;1;MDYZK
courier;4000;4000-194;84;86;HONGSHANYI Shanxi (洪善驿) - QIXIAN Shanxi (祁县);{"type":"MultiLineString","coordinates":[[[112.315299987793,37.353816986084],[112.216796875,37.2842483520508]]]};;;;1;MDYZK
courier;4000;4000-195;78;84;YITANG Shanxi (义棠驿) - HONGSHANYI Shanxi (洪善驿);{"type":"MultiLineString","coordinates":[[[112.216796875,37.2842483520507],[111.912163,37.0264740000001]]]};;;;1;MDYZK
courier;4000;4000-196;77;78;RUISHI Shanxi (瑞石驿) - YITANG Shanxi (义棠驿);{"type":"MultiLineString","coordinates":[[[111.912163,37.0264740000001],[111.776214599609,36.8421516418458]]]};;;;1;MDYZK
courier;4000;4000-197;75;625;HUOSHAN Shanxi (霍山驿) - RENYI Shanxi (仁义驿);{"type":"MultiLineString","coordinates":[[[111.766853,36.745735],[111.728080749512,36.5638236999512]]]};;;;1;MDYZK
courier;4000;4000-198;73;75;PUJIANYI Shanxi (普涧驿) - HUOSHAN Shanxi (霍山驿);{"type":"MultiLineString","coordinates":[[[111.728080749512,36.5638236999512],[111.682914733887,36.2593994140625]]]};;;;1;
courier;4000;4000-199;71;73;JIANXIONG Shanxi (建雄驿) - PUJIANYI Shanxi (普涧驿);{"type":"MultiLineString","coordinates":[[[111.682914733887,36.2593994140625],[111.515434265137,36.0780372619629]]]};;;;1;
courier;4000;4000-200;69;71;MENGCHENGYI Shanxi (蒙城驿) - JIANXIONG Shanxi (建雄驿);{"type":"MultiLineString","coordinates":[[[111.515434265137,36.0780372619629],[111.449478,35.792095]]]};;;;1;MDYZK
courier;4000;4000-201;68;626;SUCHUANYI Shanxi (涑川驿) - HOUSHANYI Shanxi (霍山驿);{"type":"MultiLineString","coordinates":[[[111.338074,35.6088640000001],[111.217208862305,35.3577232360841]]]};;;;1;MDYZK
courier;4000;4000-202;66;68;HONGZHI Shanxi (泓芝驿) - SUCHUANYI Shanxi (涑川驿);{"type":"MultiLineString","coordinates":[[[111.217208862305,35.3577232360841],[110.949996948242,35.0666656494141]]]};;;;1;MDYZK
courier;4000;4000-203;64;66;FANQIAOYI Shanxi (樊桥驿) - HONGZHI Shanxi (泓芝驿);{"type":"MultiLineString","coordinates":[[[110.949996948242,35.0666656494141],[110.596001,35.0560000000002]]]};;;;1;MDYZK
courier;4000;4000-204;64;563;FANQIAOYI Shanxi (樊桥驿) - HEDONGYI Shanxi (河东驿);{"type":"MultiLineString","coordinates":[[[110.596001,35.0560000000002],[110.332305908203,34.8351287841797]]]};;;;1;MDYZK
courier;4000;4000-205;60;563;TONGGUAN Shaanxi (潼关驿) - HEDONGYI Shanxi (河东驿);{"type":"MultiLineString","coordinates":[[[110.332305908203,34.8351287841797],[110.273651123047,34.5988082885742]]]};;;;1;MDYZK
courier;4000;4000-206;57;60;TONGJIN Shaanxi (潼津驿) - TONGGUAN Shaanxi (潼关驿);{"type":"MultiLineString","coordinates":[[[110.273651123047,34.5988082885742],[110.089363098145,34.5683097839355]]]};;;;1;
courier;4000;4000-207;56;57;HUASHAN Shaanxi (华山驿) - TONGJIN Shaanxi (潼津驿);{"type":"MultiLineString","coordinates":[[[110.089363098145,34.5683097839355],[110.078399658203,34.5344314575195]]]};;;;1;
courier;4000;4000-208;55;56;FENGYUAN Shaanxi (丰原驿) - HUASHAN Shaanxi (华山驿);{"type":"MultiLineString","coordinates":[[[110.078399658203,34.5344314575195],[109.501235961914,34.5029983520508]]]};;;;1;
courier;4000;4000-209;54;55;XINFENG Shaanxi (新丰驿) - FENGYUAN Shaanxi (丰原驿);{"type":"MultiLineString","coordinates":[[[109.501235961914,34.5029983520508],[109.238296508789,34.4314117431641]]]};;;;1;
courier;4000;4000-210;52;54;JINGZHAO Shaanxi (京兆驿) - XINFENG Shaanxi (新丰驿);{"type":"MultiLineString","coordinates":[[[109.238296508789,34.4314117431641],[108.944206237793,34.2666053771973]]]};;;;1;
courier;4000;4000-211;52;786;JINGZHAO Shaanxi (京兆驿) - WEISHUIYI Shaanxi (渭水驿);{"type":"MultiLineString","coordinates":[[[108.944206237793,34.2666053771973],[108.709946,34.3390540000001]]]};;;;2;
courier;4000;4000-212;46;49;WEISHENG Shaanxi (威胜驿) - DIANZHANG Shaanxi (店张);{"type":"MultiLineString","coordinates":[[[108.527099609375,34.428539276123],[108.23560333252,34.5303001403809]]]};;;;2;
courier;4000;4000-213;42;46;YONG'AN Shaanxi (永安驿) - WEISHENG Shaanxi (威胜驿);{"type":"MultiLineString","coordinates":[[[108.23560333252,34.5303001403809],[108.043968200684,34.8127479553223]]]};;;;2;
courier;4000;4000-214;42;43;YONG'AN Shaanxi (永安驿) - XINPING Shaanxi (新平驿);{"type":"MultiLineString","coordinates":[[[108.043968200684,34.8127479553223],[108.077987670898,35.0396575927734]]]};;;;2;
courier;4000;4000-215;39;43;YILUYI Shaanxi (宜禄驿) - XINPING Shaanxi (新平驿);{"type":"MultiLineString","coordinates":[[[108.077987670898,35.0396575927734],[107.789321899414,35.2054405212402]]]};;;;2;
courier;4000;4000-216;36;39;WAYUN Gansu (瓦云驿) - YILUYI Shaanxi (宜禄驿);{"type":"MultiLineString","coordinates":[[[107.789321899414,35.2054405212402],[107.363388061523,35.3288078308105]]]};;;;2;
