# title: Ming Dynasty Courier Routes and Postal Stations
# places: places_courier.csv
# timespan: [1368,,,1644,Late Ming Dynasty]
# pub_date: 2014
# segmentType: hroute
# contributors: [Lex Berman (CGA, Harvard Univ); Zhang Wei (Nankai University, Tianjin)]
# description: The Late Ming Dynasty Courier Stations and Routes were compiled primarily from the "Mingdai Yizhankao" by YANG Zhengtai, supplemented for some areas with information derived from the 1908 Postal Atlas. The Courier Stations and Routes were developed for use in an online network analyst application, which calculates the shortest route between selected postal stations on the fly:    http://maps.cga.harvard.edu/chinapostoffice/
# uri: https://github.com/kgeographer/topotime/tree/master/data/source/courier/README_Ming_Courier_Routes_Stations_2014.txt
collection;route_id;segment_id;source;target;label;geometry;timespan;duration;follows;maj_minor;src
courier;4000;4000-509;510;511;DAMINGFU Hebei (大名府) - GUANGPING Hebei (广平);{"type":"MultiLineString","coordinates":[[[114.936844,36.4805180000001],[115.1465,36.275528]]]};;;;2;
courier;4000;4000-510;510;516;DAMINGFU Hebei (大名府) - LONGWANGMIAO Hebei (龙王庙);{"type":"MultiLineString","coordinates":[[[115.146523,36.275528],[115.221046,36.221699]]]};;;;2;1903 atlas
courier;4000;4000-511;513;516;NANLE Henan (南乐) - LONGWANGMIAO Hebei (龙王庙);{"type":"MultiLineString","coordinates":[[[115.221046,36.221699],[115.197624,36.0774730000001]]]};;;;2;1903 atlas
courier;4000;4000-512;513;514;NANLE Henan (南乐) - QINGFENG Henan (清丰);{"type":"MultiLineString","coordinates":[[[115.197624,36.0774730000001],[115.110039,35.908768]]]};;;;2;1903 atlas
courier;4000;4000-513;514;515;QINGFENG Henan (清丰) - KAIZHOU Henan (开州);{"type":"MultiLineString","coordinates":[[[115.110039,35.908768],[115.005928,35.754284]]]};;;;2;1903 atlas
courier;4000;4000-514;141;517;CONGTAI Hebei (从台驿) - MATOU Hebei (码头);{"type":"MultiLineString","coordinates":[[[114.472038269043,36.5934753417969],[114.423614501953,36.4736099243165]]]};;;;1;
courier;4000;4000-515;188;518;HUITONGGUAN Beijing (会同馆) - YUHE Beijing (榆河驿);{"type":"MultiLineString","coordinates":[[[116.368003845215,39.9314270019532],[116.223679,40.222099]]]};;;;2;1903 atlas
courier;4000;4000-516;518;519;YUHE Beijing (榆河驿) - TUMUYI Hebei (土木驿);{"type":"MultiLineString","coordinates":[[[116.223679,40.222099],[115.759587,40.3613330000001]]]};;;;2;
courier;4000;4000-517;520;560;WANQUANDUSI Hebei (万全都司) - JIMINGBAO Hebei (鸡鸣驿);{"type":"MultiLineString","coordinates":[[[115.31073,40.4544260000001],[115.051147,40.6103630000001]]]};;;;2;1903 atlas
courier;4000;4000-518;520;521;WANQUANDUSI Hebei (万全都司) - ZHAOCHUANBAO Hebei (赵川堡);{"type":"MultiLineString","coordinates":[[[115.051147,40.6103630000001],[115.344215,40.682587]]]};;;;2;1903 atlas
courier;4000;4000-519;521;522;ZHAOCHUANBAO Hebei (赵川堡) - LONGMEN Hebei (龙门);{"type":"MultiLineString","coordinates":[[[115.344215,40.682587],[115.572678,40.7791940000001]]]};;;;2;1903 atlas
courier;4000;4000-520;522;523;LONGMEN Hebei (龙门) - CHICHENG Hebei (赤城县);{"type":"MultiLineString","coordinates":[[[115.572678,40.7791940000001],[115.81398,40.9134860000001]]]};;;;2;1903 atlas
courier;4000;4000-521;523;524;CHICHENG Hebei (赤城县) - DUSHIKOU Hebei (独石堡);{"type":"MultiLineString","coordinates":[[[115.81398,40.9134860000001],[115.711235,41.313564]]]};;;;2;1903 atlas
courier;4000;4000-522;520;525;WANQUANDUSI Hebei (万全都司) - ZHANGJIAKOU Hebei (张家口);{"type":"MultiLineString","coordinates":[[[115.051147,40.6103630000001],[114.885941,40.7912560000001]]]};;;;2;1903 atlas
courier;4000;4000-523;525;526;ZHANGJIAKOU Hebei (张家口) - WANQUAN Hebei (万全);{"type":"MultiLineString","coordinates":[[[114.885941,40.7912560000001],[114.734733,40.864902]]]};;;;2;1903 atlas
courier;4000;4000-524;529;530;MIYUN Beijing (密云驿) - SHIXIA Beijing (石匣驿);{"type":"MultiLineString","coordinates":[[[116.840462,40.371483],[117.066665649414,40.5499992370606]]]};;;;2;1903 atlas
courier;4000;4000-525;528;529;SHUNYI Beijing (顺义驿) - MIYUN Beijing (密云驿);{"type":"MultiLineString","coordinates":[[[116.641403,40.127552],[116.840462,40.371483]]]};;;;2;1903 atlas
courier;4000;4000-526;188;528;HUITONGGUAN Beijing (会同馆) - SHUNYI Beijing (顺义驿);{"type":"MultiLineString","coordinates":[[[116.368003845215,39.9314270019532],[116.641403,40.127552]]]};;;;2;1903 atlas
courier;4000;4000-527;530;531;SHIXIA Beijing (石匣驿) - GUBEIKOU Beijing (古北口);{"type":"MultiLineString","coordinates":[[[117.066665649414,40.5499992370606],[117.15,40.6833]]]};;;;2;1903 atlas
courier;4000;4000-528;531;532;GUBEIKOU Beijing (古北口) - LUANPING Hebei (滦平);{"type":"MultiLineString","coordinates":[[[117.15,40.6833],[117.730652,40.949322]]]};;;;2;1903 atlas
courier;4000;4000-529;532;533;LUANPING Hebei (滦平) - CHENGDEFU Hebei (承德府);{"type":"MultiLineString","coordinates":[[[117.730652,40.949322],[117.919853,40.9657940000001]]]};;;;2;1903 atlas
courier;4000;4000-530;533;535;CHENGDEFU Hebei (承德府) - HUANGGUTUN Hebei (黄姑屯);{"type":"MultiLineString","coordinates":[[[117.919853,40.9657940000001],[117.724998474121,41.3116683959961]]]};;;;2;1903 atlas
courier;4000;4000-531;534;535;ZHANGSANYING Hebei (张三营) - HUANGGUTUN Hebei (黄姑屯);{"type":"MultiLineString","coordinates":[[[117.724998474121,41.3116683959961],[117.740593,41.5715180000001]]]};;;;2;1903 atlas
courier;4000;4000-532;534;537;ZHANGSANYING Hebei (张三营) - WEICHANG Hebei (围场);{"type":"MultiLineString","coordinates":[[[117.740593,41.5715180000001],[117.570129027175,41.9321941335859]]]};;;;2;1903 atlas
courier;4000;4000-533;536;537;TAIPINGDI Hebei (太平地) - WEICHANG Hebei (围场);{"type":"MultiLineString","coordinates":[[[117.570129027175,41.9321941335859],[118.153435,41.9018900000001]]]};;;;2;1903 atlas
courier;4000;4000-534;127;538;WEIYUANYI Henan (卫源驿) - DAOKOUZHEN Henan (道口镇);{"type":"MultiLineString","coordinates":[[[114.070266723633,35.410385131836],[114.510803,35.581505]]]};;;;2;1903 atlas
courier;4000;4000-535;515;538;KAIZHOU Henan (开州) - DAOKOUZHEN Henan (道口镇);{"type":"MultiLineString","coordinates":[[[114.510803,35.581505],[115.005928,35.754284]]]};;;;2;1903 atlas
courier;4000;4000-536;120;546;XINZHONG Henan (新中驿) - CHONGNINGYI Henan (崇宁驿);{"type":"MultiLineString","coordinates":[[[113.86824798584,35.3099403381348],[113.660217,35.2681270000002]]]};;;;1;MDYZK
courier;4000;4000-537;546;547;CHONGNINGYI Henan (崇宁驿) - WU’ANYI Henan (武安驿);{"type":"MultiLineString","coordinates":[[[113.660217,35.2681270000002],[113.434837,35.2311970000001]]]};;;;1;MDYZK
courier;4000;4000-538;547;549;WU’ANYI Henan (武安驿) - NINGGUOYI Henan (宁郭驿);{"type":"MultiLineString","coordinates":[[[113.434837,35.2311970000001],[113.203026,35.1496930000001]]]};;;;1;MDYZK
courier;4000;4000-539;544;549;HUAIQINGFU Henan (覃怀驿) - NINGGUOYI Henan (宁郭驿);{"type":"MultiLineString","coordinates":[[[113.203026,35.1496930000001],[112.936989,35.0893020000001]]]};;;;1;MDYZK
courier;4000;4000-540;543;544;HEYANGYI Henan (河阳驿) - HUAIQINGFU Henan (覃怀驿);{"type":"MultiLineString","coordinates":[[[112.936989,35.0893020000001],[112.782799,34.9031790000001]]]};;;;1;MDYZK
courier;4000;4000-541;542;543;MENGJIN Henan (孟津) - HEYANGYI Henan (河阳驿);{"type":"MultiLineString","coordinates":[[[112.782799,34.9031790000001],[112.636742,34.8138350000001]]]};;;;1;MDYZK
courier;4000;4000-542;544;545;HUAIQINGFU Henan (覃怀驿) - JIYUAN Henan (济源);{"type":"MultiLineString","coordinates":[[[112.936989,35.0893020000001],[112.582672,35.092438]]]};;;;2;1903 atlas
courier;4000;4000-543;541;542;ZHOUNANYI Henan (周南驿) - MENGJIN Henan (孟津);{"type":"MultiLineString","coordinates":[[[112.636742,34.8138350000001],[112.38263,34.6652760000001]]]};;;;1;MDYZK
courier;4000;4000-544;540;541;SHOUYANGYI Henan (首阳驿) - ZHOUNANYI Henan (周南驿);{"type":"MultiLineString","coordinates":[[[112.38263,34.6652760000001],[112.813207,34.7149080000001]]]};;;;2;1903 atlas
courier;4000;4000-545;539;540;GONGXIAN Henan (洛口驿) - SHOUYANGYI Henan (首阳驿);{"type":"MultiLineString","coordinates":[[[112.813207,34.7149080000001],[113.019588,34.7789240000001]]]};;;;2;1903 atlas
courier;4000;4000-546;539;580;GONGXIAN Henan (洛口驿) - YINGYANG Henan (荥阳);{"type":"MultiLineString","coordinates":[[[113.347397,34.783108],[113.019588,34.7789240000001]]]};;;;2;MDYZK
courier;4000;4000-547;519;558;TUMUYI Hebei (土木驿) - SHACHENG Hebei (沙城);{"type":"MultiLineString","coordinates":[[[115.759587,40.3613330000001],[115.510704,40.3976590000001]]]};;;;2;1903 atlas
courier;4000;4000-548;558;559;SHACHENG Hebei (沙城) - TUMUYI Hebei (土木驿);{"type":"MultiLineString","coordinates":[[[115.510704,40.3976590000001],[115.403694,40.4361270000001]]]};;;;2;1903 atlas
courier;4000;4000-549;559;560;TUMUYI Hebei (土木驿) - JIMINGBAO Hebei (鸡鸣驿);{"type":"MultiLineString","coordinates":[[[115.403694,40.4361270000001],[115.31073,40.4544260000001]]]};;;;2;1903 atlas
courier;4000;4000-550;520;556;WANQUANDUSI Hebei (万全都司) - BAO'ANZHOU Hebei (保安州);{"type":"MultiLineString","coordinates":[[[115.051147,40.6103630000001],[115.214745,40.3765560000002]]]};;;;2;1903 atlas
courier;4000;4000-551;556;557;BAO'ANZHOU Hebei (保安州) - FANSHANBAO Hebei (蠜山堡);{"type":"MultiLineString","coordinates":[[[115.214745,40.3765560000002],[115.430687,40.2164880000001]]]};;;;2;1903 atlas
courier;4000;4000-552;552;557;TAOHUABAO Hebei (桃花堡) - FANSHANBAO Hebei (蠜山堡);{"type":"MultiLineString","coordinates":[[[115.430687,40.2164880000001],[114.989136,40.0620500000001]]]};;;;2;1903 atlas
courier;4000;4000-553;552;553;TAOHUABAO Hebei (桃花堡) - JIJIAZHUANG Hebei (吉家庄);{"type":"MultiLineString","coordinates":[[[114.989136,40.0620500000001],[114.851044,40.0180930000001]]]};;;;2;1903 atlas
courier;4000;4000-554;550;553;XIHEYING Hebei (西河营) - JIJIAZHUANG Hebei (吉家庄);{"type":"MultiLineString","coordinates":[[[114.851044,40.0180930000001],[114.760765,39.9614940000001]]]};;;;2;1903 atlas
courier;4000;4000-555;550;551;XIHEYING Hebei (西河营) - WEIZHOU Hebei (蔚州);{"type":"MultiLineString","coordinates":[[[114.760765,39.9614940000001],[114.569054,39.8405380000002]]]};;;;2;1903 atlas
courier;4000;4000-556;147;551;GUANGCHANG Hebei (广昌) - WEIZHOU Hebei (蔚州);{"type":"MultiLineString","coordinates":[[[114.688774108887,39.3540153503417],[114.569054,39.8405380000002]]]};;;;2;1903 atlas
courier;4000;4000-557;541;568;ZHOUNANYI Henan (周南驿) - HANGUANYI Henan (函关驿);{"type":"MultiLineString","coordinates":[[[112.38263,34.6652760000001],[112.144302,34.733059]]]};;;;1;MDYZK
courier;4000;4000-558;567;568;LICHENGYI Henan (蠡城驿) - HANGUANYI Henan (函关驿);{"type":"MultiLineString","coordinates":[[[112.144302,34.733059],[111.766312,34.765198]]]};;;;1;MDYZK
courier;4000;4000-559;566;567;GUTANGYI Henan (甘棠驿) - LICHENGYI Henan (蠡城驿);{"type":"MultiLineString","coordinates":[[[111.766312,34.765198],[111.155629,34.790542]]]};;;;1;MDYZK
courier;4000;4000-560;565;566;TAOLINYI Henan (桃林驿) - GUTANGYI Henan (甘棠驿);{"type":"MultiLineString","coordinates":[[[111.155629,34.790542],[110.94149,34.684616]]]};;;;1;MDYZK
courier;4000;4000-561;60;564;TONGGUAN Shaanxi (潼关驿) - TONGGUANTING Shaanxi (潼关);{"type":"MultiLineString","coordinates":[[[110.94149,34.684616],[110.273651123047,34.5988082885743]]]};;;;1;MDYZK
courier;4000;4000-562;120;570;XINZHONG Henan (新中驿) - KANGCUNYI Henan (亢村驿);{"type":"MultiLineString","coordinates":[[[113.86824798584,35.3099403381348],[113.681358,35.1249620000001]]]};;;;1;
courier;4000;4000-563;108;570;GUANGWU Henan (广武驿) - KANGCUNYI Henan (亢村驿);{"type":"MultiLineString","coordinates":[[[113.681358,35.1249620000001],[113.528235887029,34.9844101586617]]]};;;;1;Skinner
courier;4000;4000-564;146;149;HUAISHUI Hebei (槐水驿) - ZHAOZHOU Hebei (鄗城驿);{"type":"MultiLineString","coordinates":[[[114.68058013916,37.4946899414062],[114.772178649902,37.7529258728028]]]};;;;1;MDYZK
courier;4000;4000-565;211;571;YANGFAN Hebei (阳樊驿) - SHIMENZHENYI Hebei (石门镇驿);{"type":"MultiLineString","coordinates":[[[117.696754,40.112427],[117.754776000977,39.8836708068849]]]};;;;2;MDYZK
courier;4000;4000-566;571;572;SHIMENZHENYI Hebei (石门镇驿) - ZUNHUA Hebei (遵化驿);{"type":"MultiLineString","coordinates":[[[117.696754,40.112427],[117.957985,40.1844480000001]]]};;;;2;MDYZK
courier;4000;4000-567;193;574;LUHE Beijing (潞河驿) - ZHANGJIAWAN Beijing (张家湾);{"type":"MultiLineString","coordinates":[[[116.658805847168,39.9059219360352],[116.698002,39.8468690000001]]]};;;;2;MDYZK
courier;4000;4000-568;573;574;HEHEYI Beijing (和合驿) - ZHANGJIAWAN Beijing (张家湾);{"type":"MultiLineString","coordinates":[[[116.693855670761,39.8521450257968],[116.871553,39.769569]]]};;;;2;MDYZK
courier;4000;4000-569;573;575;HEHEYI Beijing (和合驿) - HEXIYI Tianjin (河西驿);{"type":"MultiLineString","coordinates":[[[116.870887569595,39.769339782794],[116.953323,39.6216470000001]]]};;;;2;MDYZK
courier;4000;4000-570;575;577;HEXIYI Tianjin (河西驿) - YANGCUNYI Tianjin (杨村驿);{"type":"MultiLineString","coordinates":[[[116.953323,39.6216470000001],[117.063126,39.3785930000001]]]};;;;2;MDYZK
courier;4000;4000-571;576;577;YANGQINGYI Tianjin (杨青驿) - YANGCUNYI Tianjin (杨村驿);{"type":"MultiLineString","coordinates":[[[117.062596842079,39.3777748995234],[117.18782,39.1369710000001]]]};;;;2;MDYZK
courier;4000;4000-572;108;579;GUANGWU Henan (广武驿) - SUNINGYI Henan (索亭驿);{"type":"MultiLineString","coordinates":[[[113.534416,34.8743630000001],[113.528235887029,34.9844101586617]]]};;;;1;MDYZK
courier;4000;4000-573;115;580;GUANCHENGYI Henan (管城驿) - YINGYANG Henan (荥阳);{"type":"MultiLineString","coordinates":[[[113.347397,34.783108],[113.641311645508,34.7580757141113]]]};;;;2;MDYZK
courier;4000;4000-574;129;136;LITINGYI Henan (廪廷驿) - DALIANGYI Henan (大梁驿);{"type":"MultiLineString","coordinates":[[[114.194686889648,35.1427612304688],[114.343330383301,34.7854766845703]]]};;;;1;MDYZK
courier;4000;4000-575;136;581;DALIANGYI Henan (大梁驿) - PUTIANYI Henan (圃田驿);{"type":"MultiLineString","coordinates":[[[114.343330383301,34.7854766845703],[114.026253,34.7320940000001]]]};;;;2;MDYZK
courier;4000;4000-576;115;581;GUANCHENGYI Henan (管城驿) - PUTIANYI Henan (圃田驿);{"type":"MultiLineString","coordinates":[[[114.026067588881,34.7331555973423],[113.641311645508,34.7580757141113]]]};;;;2;MDYZK
courier;4000;4000-577;136;582;DALIANGYI Henan (大梁驿) - WEISHIYI Henan (尉氏驿);{"type":"MultiLineString","coordinates":[[[114.343330383301,34.7854766845703],[114.180771,34.4134520000001]]]};;;;1;MDYZK
courier;4000;4000-578;582;583;WEISHIYI Henan (尉氏驿) - WEICHUANYI Henan (洧川驿);{"type":"MultiLineString","coordinates":[[[114.184799163656,34.4219581678486],[113.98011897513,34.2882894733011]]]};;;;1;MDYZK
courier;4000;4000-579;569;583;XUZHOUYI Henan (许州驿) - WEICHUANYI Henan (洧川驿);{"type":"MultiLineString","coordinates":[[[113.98011897513,34.2882894733011],[113.819748,34.031391]]]};;;;1;MDYZK
courier;4000;4000-580;123;569;LINYING Henan (临颖驿) - XUZHOUYI Henan (许州驿);{"type":"MultiLineString","coordinates":[[[113.829741693764,34.0293063776151],[113.960639953613,33.8086051940918]]]};;;;1;MDYZK
courier;4000;4000-581;586;587;ZHENYANG Henan (真阳县) - LUOSHAN Henan (罗山);{"type":"MultiLineString","coordinates":[[[114.38121,32.6091190000001],[114.52224,32.202374]]]};;;;2;MDYZK
courier;4000;4000-582;125;589;XIPING Henan (西平驿) - SUIPING Henan (遂平);{"type":"MultiLineString","coordinates":[[[114.015533,33.3890570000001],[113.989113,33.1478390000001]]]};;;;2;1903 atlas
courier;4000;4000-583;589;590;SUIPING Henan (遂平) - QUESHAN Henan (确山);{"type":"MultiLineString","coordinates":[[[113.989113,33.1478390000001],[114.019905,32.807674]]]};;;;2;1903 atlas
courier;4000;4000-584;92;591;BOWANG Henan (博望驿) - WANCHENGYI Henan (宛城驿);{"type":"MultiLineString","coordinates":[[[112.711799621582,33.164291381836],[112.535469,33.0016780000001]]]};;;;1;MDYZK
courier;4000;4000-585;591;592;WANCHENGYI Henan (宛城驿) - LINSHUIYI Henan (林水驿);{"type":"MultiLineString","coordinates":[[[112.535469,33.0016780000001],[112.511,32.7550000000001]]]};;;;1;MDYZK
courier;4000;4000-586;136;593;DALIANGYI Henan (大梁驿) - SHENCHENGYI Henan (莘城驿);{"type":"MultiLineString","coordinates":[[[114.343330383301,34.7854766845703],[114.524528,34.673195]]]};;;;2;MDYZK
courier;4000;4000-587;593;594;SHENCHENGYI Henan (莘城驿) - YONGQIUYI Henan (雍丘驿);{"type":"MultiLineString","coordinates":[[[114.524528,34.673195],[114.774483,34.553513]]]};;;;2;MDYZK
courier;4000;4000-588;594;595;YONGQIUYI Henan (雍丘驿) - YONGQIUYI Henan (雍丘驿);{"type":"MultiLineString","coordinates":[[[114.766108625573,34.5491310012471],[115.065971,34.4305040000002]]]};;;;2;MDYZK
courier;4000;4000-589;596;597;KUIQIUYI Henan (葵丘驿) - NINGCHENGYI Henan (宁城驿);{"type":"MultiLineString","coordinates":[[[115.068776065514,34.4292061665534],[115.315368,34.4459760000001]]]};;;;2;MDYZK
courier;4000;4000-590;597;598;NINGCHENGYI Henan (宁城驿) - SHANGQIUYI Henan (商丘驿);{"type":"MultiLineString","coordinates":[[[115.316240010121,34.4501454234047],[115.607452,34.385052]]]};;;;2;MDYZK
courier;4000;4000-591;598;599;SHANGQIUYI Henan (商丘驿) - SHILIUGUYI Henan (石榴固驿);{"type":"MultiLineString","coordinates":[[[115.607452,34.385052],[115.858717127465,34.2351282182326]]]};;;;2;MDYZK
courier;4000;4000-592;599;600;SHILIUGUYI Henan (石榴固驿) - HUITINGYI Henan (会亭驿);{"type":"MultiLineString","coordinates":[[[115.851142844231,34.2445599925009],[116.068848,34.097176]]]};;;;2;MDYZK
courier;4000;4000-593;600;601;HUITINGYI Henan (会亭驿) - TAIQIUYI Henan (太丘驿);{"type":"MultiLineString","coordinates":[[[116.066246119158,34.0979851945418],[116.363998,33.9394570000001]]]};;;;2;MDYZK
courier;4000;4000-594;587;588;LUOSHAN Henan (罗山) - SHAWO Henan (沙窝);{"type":"MultiLineString","coordinates":[[[114.52224,32.202374],[115.125107,31.6977650000002]]]};;;;2;MDYZK
courier;4000;4000-595;544;548;HUAIQINGFU Henan (覃怀驿) - WANSHANYI Henan (万善驿);{"type":"MultiLineString","coordinates":[[[112.936989,35.0893020000001],[112.961136955687,35.1764894803572]]]};;;;2;MDYZK
courier;4000;4000-596;122;602;WANGJIAZHUANG Shanxi (王家庄驿) - SHAJIANYI Shanxi (砂涧驿);{"type":"MultiLineString","coordinates":[[[113.544609,39.2751500000001],[113.916412,39.4309390000002]]]};;;;1;MDYZK
courier;4000;4000-597;93;603;YUANPING Shanxi (原平驿) - JIUYUANYI Shanxi (九原驿);{"type":"MultiLineString","coordinates":[[[112.712097167969,38.7266006469727],[112.731201,38.3985630000001]]]};;;;1;MDYZK
courier;4000;4000-598;98;604;YANMEN Shanxi (雁门驿) - GUANGWUYI Shanxi (广武驿);{"type":"MultiLineString","coordinates":[[[112.949043273926,39.0603904724122],[112.785454,39.2015190000002]]]};;;;2;MDYZK
courier;4000;4000-599;604;605;GUANGWUYI Shanxi (广武驿) - CHENGDONGYI Shanxi (城东驿);{"type":"MultiLineString","coordinates":[[[112.785454,39.2015190000002],[112.421997,39.3079990000001]]]};;;;2;MDYZK
courier;4000;4000-600;605;607;CHENGDONGYI Shanxi (城东驿) - PIANTOUGUANSUO Shanxi (偏头关所);{"type":"MultiLineString","coordinates":[[[112.421997,39.3079990000001],[111.497002,39.4420010000001]]]};;;;2;MDYZK
courier;4000;4000-601;607;610;PIANTOUGUANSUO Shanxi (偏头关所) - YONGNINGYI Shanxi (永宁驿);{"type":"MultiLineString","coordinates":[[[111.497002,39.4420010000001],[111.571893361683,38.7019869982085]]]};;;;2;MDYZK
courier;4000;4000-602;610;611;YONGNINGYI Shanxi (永宁驿) - LANXIAN Shanxi (岚县);{"type":"MultiLineString","coordinates":[[[111.571893361683,38.7019869982085],[111.693001,38.3909990000001]]]};;;;2;MDYZK
courier;4000;4000-603;611;612;LANXIAN Shanxi (岚县) - NAONIYI Shanxi (闹埿驿);{"type":"MultiLineString","coordinates":[[[111.693001,38.3909990000001],[111.940109,38.3576580000001]]]};;;;2;MDYZK
courier;4000;4000-604;612;613;NAONIYI Shanxi (闹埿驿) - KANGJIAHUIYI Shanxi (康家会驿);{"type":"MultiLineString","coordinates":[[[111.940109,38.3576580000001],[112.187622,38.316681]]]};;;;2;MDYZK
courier;4000;4000-605;613;614;KANGJIAHUIYI Shanxi (康家会驿) - LINGJINGYI Shanxi (凌井驿);{"type":"MultiLineString","coordinates":[[[112.187622,38.316681],[112.415596,38.1396140000001]]]};;;;2;MDYZK
courier;4000;4000-606;89;614;LINFENYI Shanxi (临汾驿) - LINGJINGYI Shanxi (凌井驿);{"type":"MultiLineString","coordinates":[[[112.415596,38.1396140000001],[112.478928,37.727589]]]};;;;2;MDYZK
courier;4000;4000-607;551;615;WEIZHOU Hebei (蔚州) - GUANGLING Shanxi (广灵);{"type":"MultiLineString","coordinates":[[[114.569054,39.8405380000002],[114.276054,39.7635540000001]]]};;;;2;MDYZK
courier;4000;4000-608;615;616;GUANGLING Shanxi (广灵) - WENGCHENGKOUYI Shanxi (瓮城口驿);{"type":"MultiLineString","coordinates":[[[114.280105677306,39.7632511174395],[113.501696,39.8784580000001]]]};;;;2;MDYZK
courier;4000;4000-609;616;617;WENGCHENGKOUYI Shanxi (瓮城口驿) - HUNYUAN Shanxi (浑源州);{"type":"MultiLineString","coordinates":[[[113.500594251796,39.8746098925123],[113.684898,39.696335]]]};;;;2;MDYZK
courier;4000;4000-610;122;617;WANGJIAZHUANG Shanxi (王家庄驿) - HUNYUAN Shanxi (浑源州);{"type":"MultiLineString","coordinates":[[[113.920331173224,39.4320301454279],[113.684898,39.696335]]]};;;;2;MDYZK
courier;4000;4000-611;616;618;WENGCHENGKOUYI Shanxi (瓮城口驿) - YUNZHONGYI Shanxi (云中驿);{"type":"MultiLineString","coordinates":[[[113.501696,39.8784580000001],[113.296387,40.0928380000001]]]};;;;2;MDYZK
courier;4000;4000-612;618;619;YUNZHONGYI Shanxi (云中驿) - XI’ANYI Shanxi (西安驿);{"type":"MultiLineString","coordinates":[[[113.295008820892,40.083050676623],[113.102997,39.8200000000001]]]};;;;2;MDYZK
courier;4000;4000-613;619;620;XI’ANYI Shanxi (西安驿) - ANYINZIYI Shanxi (安银子驿);{"type":"MultiLineString","coordinates":[[[113.10655550923,39.8189305049758],[113.183650045819,39.5590933631391]]]};;;;2;MDYZK
courier;4000;4000-614;620;621;ANYINZIYI Shanxi (安银子驿) - SHANGYINYI Shanxi (山阴驿);{"type":"MultiLineString","coordinates":[[[113.185077722422,39.5576656865357],[112.942734,39.440437]]]};;;;2;MDYZK
courier;4000;4000-615;98;621;YANMEN Shanxi (雁门驿) - SHANGYINYI Shanxi (山阴驿);{"type":"MultiLineString","coordinates":[[[112.942734,39.440437],[112.949043,39.0603910000001]]]};;;;2;MDYZK
courier;4000;4000-616;89;623;LINFENYI Shanxi (临汾驿) - TONGGEYI Shanxi (同戈驿);{"type":"MultiLineString","coordinates":[[[112.478928,37.727589],[112.508056640625,37.5936126708986]]]};;;;1;MDYZK
courier;4000;4000-617;88;624;XUGOU Shanxi (徐沟) - JIALINGYI Shanxi (贾令驿);{"type":"MultiLineString","coordinates":[[[112.508995056152,37.5571823120118],[112.356949,37.4152530000002]]]};;;;1;MDYZK
courier;4000;4000-618;77;625;RUISHI Shanxi (瑞石驿) - RENYI Shanxi (仁义驿);{"type":"MultiLineString","coordinates":[[[111.776214599609,36.8421516418458],[111.766853,36.745735]]]};;;;1;MDYZK
courier;4000;4000-619;69;626;MENGCHENGYI Shanxi (蒙城驿) - HOUSHANYI Shanxi (霍山驿);{"type":"MultiLineString","coordinates":[[[111.338074,35.6088640000001],[111.449478,35.792095]]]};;;;1;MDYZK
courier;4000;4000-620;624;627;JIALINGYI Shanxi (贾令驿) - PANTUOYI Shanxi (盘陀驿);{"type":"MultiLineString","coordinates":[[[112.356949,37.4152530000002],[112.482773,37.2356870000001]]]};;;;2;MDYZK
courier;4000;4000-621;627;628;PANTUOYI Shanxi (盘陀驿) - NANGUANYI Shanxi (南关驿);{"type":"MultiLineString","coordinates":[[[112.482773,37.2356870000001],[112.509659,37.0958980000001]]]};;;;2;MDYZK
courier;4000;4000-622;628;629;NANGUANYI Shanxi (南关驿) - QUANDIANYI Shanxi (权店驿);{"type":"MultiLineString","coordinates":[[[112.509659,37.0958980000001],[112.58008,36.9531180000001]]]};;;;2;MDYZK
courier;4000;4000-623;629;630;QUANDIANYI Shanxi (权店驿) - QINYANGYI Shanxi (沁阳驿);{"type":"MultiLineString","coordinates":[[[112.585396301415,36.9517706684002],[112.698982,36.757431]]]};;;;2;MDYZK
courier;4000;4000-624;630;631;QINYANGYI Shanxi (沁阳驿) - YUTINGYI Shanxi (毓婷驿);{"type":"MultiLineString","coordinates":[[[112.710318004222,36.764388114191],[112.805954,36.5692820000001]]]};;;;2;MDYZK
courier;4000;4000-625;631;633;YUTINGYI Shanxi (毓婷驿) - YUWUYI Shanxi (余吾驿);{"type":"MultiLineString","coordinates":[[[112.805954,36.5692820000001],[112.833335876465,36.3833351135254]]]};;;;2;MDYZK
courier;4000;4000-626;632;633;ZHANGZEYI Shanxi (漳泽驿) - YUWUYI Shanxi (余吾驿);{"type":"MultiLineString","coordinates":[[[112.829291054513,36.3866486795155],[113.103485,36.1835370000001]]]};;;;2;MDYZK
courier;4000;4000-627;632;634;ZHANGZEYI Shanxi (漳泽驿) - CHANGPINGYI Shanxi (长平驿);{"type":"MultiLineString","coordinates":[[[113.099954743926,36.1903431465345],[112.916664123535,35.900001525879]]]};;;;2;MDYZK
courier;4000;4000-628;634;635;CHANGPINGYI Shanxi (长平驿) - GAOPING Shanxi (高平);{"type":"MultiLineString","coordinates":[[[112.924469494746,35.8929105208057],[112.919586,35.7920570000001]]]};;;;2;MDYZK
