FID,the_geom,MAJ_MINOR,SOURCE
ming_courier_routes_2014_kei.402,"MULTILINESTRING ((116.68489800000009 23.45150000000018, 116.65552400000013 23.506814000000077))",2,1903 atlas
ming_courier_routes_2014_kei.403,"MULTILINESTRING ((116.65552400000013 23.506814000000077, 116.6467160000002 23.55526700000007))",2,1903 atlas
ming_courier_routes_2014_kei.404,"MULTILINESTRING ((116.6467160000002 23.55526700000007, 116.60291300000017 23.581436000000053))",2,1903 atlas
ming_courier_routes_2014_kei.405,"MULTILINESTRING ((116.60291300000017 23.581436000000053, 116.63665800000001 23.667705999999953))",2,1903 atlas
ming_courier_routes_2014_kei.406,"MULTILINESTRING ((116.64030000000002 23.666100000000142, 116.45800000000008 23.914000000000044))",2,1903 atlas
ming_courier_routes_2014_kei.407,"MULTILINESTRING ((116.45800000000008 23.914000000000044, 116.52324700000008 24.095016000000044))",2,1903 atlas
ming_courier_routes_2014_kei.408,"MULTILINESTRING ((116.63282000000004 24.186222000000157, 116.11049700000001 24.31578100000013))",2,1903 atlas
ming_courier_routes_2014_kei.409,"MULTILINESTRING ((116.52324700000008 24.095016000000044, 116.63282000000004 24.186222000000157))",2,1903 atlas
ming_courier_routes_2014_kei.410,"MULTILINESTRING ((116.63282000000004 24.186222000000157, 116.56304200000011 24.394690000000082))",2,1903 atlas
ming_courier_routes_2014_kei.411,"MULTILINESTRING ((116.56304200000011 24.394690000000082, 116.68543999999997 24.517746000000045))",2,1903 atlas
ming_courier_routes_2014_kei.412,"MULTILINESTRING ((115.97683000000018 24.040634000000125, 115.727348 24.138691000000108))",2,1903 atlas
ming_courier_routes_2014_kei.413,"MULTILINESTRING ((115.97683000000018 24.040634000000125, 116.11049700000001 24.31578100000013))",2,1903 atlas
ming_courier_routes_2014_kei.414,"MULTILINESTRING ((114.27360600000009 23.172247000000084, 114.41028500000016 23.089378000000067))",2,1903 atlas
ming_courier_routes_2014_kei.415,"MULTILINESTRING ((114.41028500000016 23.089378000000067, 114.5999984741211 23.166666030883732))",2,1903 atlas
ming_courier_routes_2014_kei.416,"MULTILINESTRING ((114.5999984741211 23.166666030883732, 114.46666717529297 23.350000381469727))",2,1903 atlas
ming_courier_routes_2014_kei.417,"MULTILINESTRING ((114.46666717529297 23.350000381469727, 114.58677700000021 23.401756000000148))",2,1903 atlas
ming_courier_routes_2014_kei.418,"MULTILINESTRING ((114.58677700000021 23.401756000000148, 114.5999984741211 23.566667556762695))",2,1903 atlas
ming_courier_routes_2014_kei.419,"MULTILINESTRING ((114.5999984741211 23.566667556762695, 114.69146 23.736833999999988))",2,1903 atlas
ming_courier_routes_2014_kei.420,"MULTILINESTRING ((114.86656900000014 23.839874000000066, 115.08398399999999 23.956975999999997))",2,1903 atlas
ming_courier_routes_2014_kei.421,"MULTILINESTRING ((115.08398399999999 23.956975999999997, 115.18617200000006 24.06000300000011))",2,1903 atlas
ming_courier_routes_2014_kei.422,"MULTILINESTRING ((115.18617200000006 24.06000300000011, 115.25558500000022 24.09971400000012))",2,1903 atlas
ming_courier_routes_2014_kei.423,"MULTILINESTRING ((115.25558500000022 24.09971400000012, 115.36161800000002 24.00701900000007))",2,1903 atlas
ming_courier_routes_2014_kei.424,"MULTILINESTRING ((115.36161800000002 24.00701900000007, 115.44747900000016 24.08087000000006))",2,1903 atlas
ming_courier_routes_2014_kei.425,"MULTILINESTRING ((115.44747900000016 24.08087000000006, 115.61644000000013 24.066050000000075))",2,1903 atlas
ming_courier_routes_2014_kei.426,"MULTILINESTRING ((115.61644000000013 24.066050000000075, 115.727348 24.138691000000108))",2,1903 atlas
ming_courier_routes_2014_kei.427,"MULTILINESTRING ((104.616356 28.774832000000004, 104.97201500000006 28.847984000000054))",2,1903 atlas
ming_courier_routes_2014_kei.428,"MULTILINESTRING ((104.97201500000006 28.847984000000054, 105.437004 28.884363000000064))",2,1903 atlas
ming_courier_routes_2014_kei.429,"MULTILINESTRING ((105.27304100000003 29.349379999999996, 105.05389400000007 29.580755000000067))",2,1903 atlas
ming_courier_routes_2014_kei.430,"MULTILINESTRING ((105.05389400000007 29.580755000000067, 104.84835800000008 29.78474800000015))",2,1903 atlas
ming_courier_routes_2014_kei.431,"MULTILINESTRING ((105.437004 28.884363000000064, 105.826729 28.812002000000064))",2,1903 atlas
ming_courier_routes_2014_kei.432,"MULTILINESTRING ((105.27304100000003 29.349379999999996, 105.59631300000001 29.412771000000134))",2,1903 atlas
ming_courier_routes_2014_kei.433,"MULTILINESTRING ((105.59631300000001 29.412771000000134, 105.89660600000013 29.360287000000085))",2,1903 atlas
ming_courier_routes_2014_kei.434,"MULTILINESTRING ((105.437004 28.884363000000064, 105.38172900000012 28.78206300000005))",2,1903 atlas
ming_courier_routes_2014_kei.435,"MULTILINESTRING ((105.37023050914627 28.384282859078894, 105.42077200000006 28.174404000000095))",2,1903 atlas
ming_courier_routes_2014_kei.436,"MULTILINESTRING ((104.88917500000008 28.379269000000022, 104.79779100000002 28.381191000000058))",2,1903 atlas
ming_courier_routes_2014_kei.437,"MULTILINESTRING ((105.08632700000004 28.3406260000001, 104.88917500000008 28.379269000000022))",2,1903 atlas
ming_courier_routes_2014_kei.438,"MULTILINESTRING ((102.2338640000001 26.661867000000143, 102.32645900000017 27.332909000000086))",2,1903 atlas
ming_courier_routes_2014_kei.439,"MULTILINESTRING ((102.20759900000013 27.720612000000074, 102.266953 27.899814999999933))",2,1903 atlas
ming_courier_routes_2014_kei.440,"MULTILINESTRING ((102.266953 27.899814999999933, 102.182885 28.131183000000135))",2,1903 atlas
ming_courier_routes_2014_kei.441,"MULTILINESTRING ((102.19712100000004 28.30733300000003, 102.50377700000007 28.64376400000009))",2,1903 atlas
ming_courier_routes_2014_kei.442,"MULTILINESTRING ((102.19712100000004 28.30733300000003, 102.16570300000001 28.550951000000055))",2,1903 atlas
ming_courier_routes_2014_kei.443,"MULTILINESTRING ((102.50377700000007 28.64376400000009, 102.67692599999998 29.354038000000116))",2,1903 atlas
ming_courier_routes_2014_kei.444,"MULTILINESTRING ((102.67692599999998 29.354038000000116, 102.617798 29.585054000000014))",2,1903 atlas
ming_courier_routes_2014_kei.445,"MULTILINESTRING ((102.617798 29.585054000000014, 102.8373180000001 29.79532600000016))",2,1903 atlas
ming_courier_routes_2014_kei.446,"MULTILINESTRING ((102.8373180000001 29.79532600000016, 102.98436699999996 29.985556000000088))",2,1903 atlas
ming_courier_routes_2014_kei.447,"MULTILINESTRING ((102.98436699999996 29.985556000000088, 102.75050400000009 30.078637999999955))",2,1903 atlas
ming_courier_routes_2014_kei.448,"MULTILINESTRING ((104.616356 28.774832000000004, 103.94312299999996 29.209244000000126))",2,1903 atlas
ming_courier_routes_2014_kei.449,"MULTILINESTRING ((103.94312299999996 29.209244000000126, 103.79755788075806 29.36479324661093))",2,1903 atlas
ming_courier_routes_2014_kei.450,"MULTILINESTRING ((103.79755788075806 29.36479324661093, 103.80939500000005 29.469741999999997))",2,1903 atlas
ming_courier_routes_2014_kei.451,"MULTILINESTRING ((103.80939500000005 29.469741999999997, 103.75156400000003 29.57068600000008))",2,1903 atlas
ming_courier_routes_2014_kei.452,"MULTILINESTRING ((103.25000000000006 30.183332443237248, 103.45682499999992 30.4165900000001))",2,1903 atlas
ming_courier_routes_2014_kei.453,"MULTILINESTRING ((103.45682499999992 30.4165900000001, 103.67260700000003 30.636564000000078))",2,1903 atlas
ming_courier_routes_2014_kei.454,"MULTILINESTRING ((103.75156400000003 29.57068600000008, 103.84510799999998 29.837276000000088))",2,1903 atlas
ming_courier_routes_2014_kei.455,"MULTILINESTRING ((103.84510799999998 29.837276000000088, 103.83145900000005 30.050497000000007))",2,1903 atlas
ming_courier_routes_2014_kei.456,"MULTILINESTRING ((103.83145900000005 30.050497000000007, 103.86924700000009 30.200752000000023))",2,1903 atlas
ming_courier_routes_2014_kei.457,"MULTILINESTRING ((103.86924700000009 30.200752000000023, 104.06666564941406 30.499999999999943))",2,1903 atlas
ming_courier_routes_2014_kei.458,"MULTILINESTRING ((104.06666564941406 30.499999999999943, 104.07799530029303 30.6503849029541))",2,1903 atlas
ming_courier_routes_2014_kei.459,"MULTILINESTRING ((103.67260700000003 30.636564000000078, 103.8306050000001 30.702269))",2,1903 atlas
ming_courier_routes_2014_kei.460,"MULTILINESTRING ((103.8306050000001 30.702269, 104.07799530029303 30.6503849029541))",2,1903 atlas
ming_courier_routes_2014_kei.461,"MULTILINESTRING ((104.07799530029303 30.6503849029541, 103.62140367280546 31.012613307290565))",2,1903 atlas
ming_courier_routes_2014_kei.462,"MULTILINESTRING ((103.62140367280546 31.012613307290565, 103.49946349076635 31.146369946593552))",2,1903 atlas
ming_courier_routes_2014_kei.463,"MULTILINESTRING ((103.57814800000006 31.477791000000025, 103.85303500000003 31.688931000000025))",2,1903 atlas
ming_courier_routes_2014_kei.464,"MULTILINESTRING ((103.4801940000001 31.297791000000075, 103.57814800000006 31.477791000000025))",2,1903 atlas
ming_courier_routes_2014_kei.465,"MULTILINESTRING ((103.49946349076635 31.146369946593552, 103.4801940000001 31.297791000000075))",2,1903 atlas
ming_courier_routes_2014_kei.466,"MULTILINESTRING ((104.7765270000001 31.882812000000058, 104.74095200000005 31.778116000000068))",2,1903 atlas
ming_courier_routes_2014_kei.467,"MULTILINESTRING ((104.71854399999995 31.718632000000127, 104.74929809570312 31.459007263183707))",2,1903 atlas
ming_courier_routes_2014_kei.468,"MULTILINESTRING ((104.74095200000005 31.778116000000068, 104.71854399999995 31.718632000000127))",2,1903 atlas
ming_courier_routes_2014_kei.469,"MULTILINESTRING ((104.28306599999996 30.98131000000012, 104.49977900000016 30.998730000000137))",1,1903 atlas
ming_courier_routes_2014_kei.470,"MULTILINESTRING ((104.87599400000016 31.07728700000007, 105.08757000000003 31.09462000000002))",1,1903 atlas
ming_courier_routes_2014_kei.471,"MULTILINESTRING ((105.08757000000003 31.09462000000002, 104.74929809570312 31.459007263183707))",2,1903 atlas
ming_courier_routes_2014_kei.472,"MULTILINESTRING ((106.55266700000004 29.559972000000016, 106.20204899999999 29.436478000000022))",2,1903 atlas
ming_courier_routes_2014_kei.473,"MULTILINESTRING ((106.20204899999999 29.436478000000022, 105.89660600000013 29.360287000000085))",2,1903 atlas
ming_courier_routes_2014_kei.474,"MULTILINESTRING ((104.55040699999995 30.390272000000152, 104.07799530029303 30.6503849029541))",2,1903 atlas
ming_courier_routes_2014_kei.475,"MULTILINESTRING ((104.84835800000008 29.78474800000015, 104.69255799999996 30.035488000000043))",2,1903 atlas
ming_courier_routes_2014_kei.476,"MULTILINESTRING ((104.69255799999996 30.035488000000043, 104.55040699999995 30.390272000000152))",2,1903 atlas
ming_courier_routes_2014_kei.477,"MULTILINESTRING ((106.49805450439459 29.781665802001953, 106.25955999999996 30.00394200000011))",2,1903 atlas
ming_courier_routes_2014_kei.478,"MULTILINESTRING ((106.25955999999996 30.00394200000011, 106.25840000000011 30.27237100000002))",2,1903 atlas
ming_courier_routes_2014_kei.479,"MULTILINESTRING ((106.25840000000011 30.27237100000002, 106.08072700000014 30.79898600000007))",2,1903 atlas
ming_courier_routes_2014_kei.480,"MULTILINESTRING ((106.08072700000014 30.79898600000007, 105.880943 31.010458000000085))",2,1903 atlas
ming_courier_routes_2014_kei.481,"MULTILINESTRING ((105.880943 31.010458000000085, 106.05858599999999 31.35961500000002))",2,1903 atlas
ming_courier_routes_2014_kei.482,"MULTILINESTRING ((106.05858599999999 31.35961500000002, 105.96703300000013 31.583160000000078))",2,1903 atlas
ming_courier_routes_2014_kei.483,"MULTILINESTRING ((105.96703300000013 31.583160000000078, 105.93303700000013 31.743105000000128))",1,1903 atlas
ming_courier_routes_2014_kei.484,"MULTILINESTRING ((105.8500664816803 32.318442768353066, 105.83299255371105 32.44388961791992))",1,1903 atlas
ming_courier_routes_2014_kei.485,"MULTILINESTRING ((106.63931300000013 29.02525900000012, 106.55280000000005 29.56280000000004))",2,1903 atlas
ming_courier_routes_2014_kei.486,"MULTILINESTRING ((116.19397700000002 39.827301000000034, 116.28398900000002 39.84944900000011))",1,1903 atlas
ming_courier_routes_2014_kei.487,"MULTILINESTRING ((116.19397700000002 39.827301000000034, 116.13558197021484 39.74125289916992))",1,
ming_courier_routes_2014_kei.488,"MULTILINESTRING ((115.37705082833031 39.35307191139469, 115.40012400000012 39.38353700000016))",1,1903 atlas
ming_courier_routes_2014_kei.489,"MULTILINESTRING ((115.40012400000012 39.38353700000016, 115.4934770000001 39.34903700000001))",1,1903 atlas
ming_courier_routes_2014_kei.490,"MULTILINESTRING ((115.4934770000001 39.34903700000001, 115.70780200000002 39.39174300000002))",1,1903 atlas
ming_courier_routes_2014_kei.491,"MULTILINESTRING ((115.55066700000009 38.95052300000009, 115.50209000000007 38.855701000000124))",1,1903 atlas
ming_courier_routes_2014_kei.492,"MULTILINESTRING ((115.96814727783203 39.48722076416027, 115.98756400000025 39.245948999999996))",1,1903 atlas
ming_courier_routes_2014_kei.493,"MULTILINESTRING ((115.98756408691406 39.24594879150402, 116.00833100000011 39.11051600000002))",1,
ming_courier_routes_2014_kei.494,"MULTILINESTRING ((115.13342285156261 38.70526504516613, 115.24405700000011 38.78020900000007))",1,1903 atlas
ming_courier_routes_2014_kei.495,"MULTILINESTRING ((115.24405700000011 38.78020900000007, 115.50209000000007 38.855701000000124))",1,1903 atlas
ming_courier_routes_2014_kei.496,"MULTILINESTRING ((116.10706300000015 38.860367, 116.09048461914074 38.70766830444336))",1,1903 atlas
ming_courier_routes_2014_kei.497,"MULTILINESTRING ((116.09048461914074 38.70766830444336, 116.05000305175781 38.63333511352545))",1,
ming_courier_routes_2014_kei.498,"MULTILINESTRING ((116.07120800000018 38.56557000000009, 116.05000305175781 38.63333511352545))",1,1903 atlas
ming_courier_routes_2014_kei.499,"MULTILINESTRING ((115.31508600000018 38.41234200000014, 115.12502300000006 38.47488000000004))",2,1903 atlas
ming_courier_routes_2014_kei.500,"MULTILINESTRING ((115.12502300000006 38.47488000000004, 114.97504425048828 38.520061492920036))",2,1903 atlas
ming_courier_routes_2014_kei.501,"MULTILINESTRING ((114.65269470214844 37.88578033447277, 114.56364400000007 38.14011000000016))",1,V
ming_courier_routes_2014_kei.502,"MULTILINESTRING ((115.03542300000015 38.0324940000001, 114.83418273925781 38.036712646484375))",2,1903 atlas
ming_courier_routes_2014_kei.503,"MULTILINESTRING ((114.83418273925781 38.036712646484375, 114.5636444091798 38.1401100158692))",2,1903 atlas
ming_courier_routes_2014_kei.504,"MULTILINESTRING ((116.26667022705078 37.95000076293957, 116.14470672607433 37.86817932128912))",1,1903 atlas
ming_courier_routes_2014_kei.505,"MULTILINESTRING ((114.49961900000005 36.936829000000046, 114.48262799999998 36.79036300000007))",1,1903 atlas
ming_courier_routes_2014_kei.506,"MULTILINESTRING ((114.48262799999998 36.79036300000007, 114.47203800000011 36.59347500000007))",1,1903 atlas
ming_courier_routes_2014_kei.507,"MULTILINESTRING ((114.47203826904297 36.593475341796875, 114.8031010000002 36.55202900000006))",2,1903 atlas
ming_courier_routes_2014_kei.508,"MULTILINESTRING ((114.80310100000008 36.55202900000006, 114.93684399999995 36.48051800000013))",2,1903 atlas
ming_courier_routes_2014_kei.509,"MULTILINESTRING ((114.93684399999995 36.48051800000013, 115.14649999999995 36.27552800000001))",2,
ming_courier_routes_2014_kei.510,"MULTILINESTRING ((115.14652300000012 36.27552800000001, 115.22104600000011 36.221699))",2,1903 atlas
ming_courier_routes_2014_kei.511,"MULTILINESTRING ((115.22104600000011 36.221699, 115.19762400000013 36.07747300000011))",2,1903 atlas
ming_courier_routes_2014_kei.512,"MULTILINESTRING ((115.19762400000013 36.07747300000011, 115.11003900000014 35.90876800000001))",2,1903 atlas
ming_courier_routes_2014_kei.513,"MULTILINESTRING ((115.11003900000014 35.90876800000001, 115.00592800000004 35.75428400000004))",2,1903 atlas
ming_courier_routes_2014_kei.514,"MULTILINESTRING ((114.47203826904297 36.593475341796875, 114.42361450195312 36.47360992431652))",1,
ming_courier_routes_2014_kei.515,"MULTILINESTRING ((116.36800384521496 39.93142700195324, 116.22367899999995 40.222099000000014))",2,1903 atlas
ming_courier_routes_2014_kei.516,"MULTILINESTRING ((116.22367899999995 40.222099000000014, 115.75958700000012 40.36133300000006))",2,
ming_courier_routes_2014_kei.517,"MULTILINESTRING ((115.31073000000004 40.454426000000126, 115.05114700000013 40.61036300000006))",2,1903 atlas
ming_courier_routes_2014_kei.518,"MULTILINESTRING ((115.05114700000013 40.61036300000006, 115.34421499999996 40.68258700000001))",2,1903 atlas
ming_courier_routes_2014_kei.519,"MULTILINESTRING ((115.34421499999996 40.68258700000001, 115.572678 40.779194000000075))",2,1903 atlas
ming_courier_routes_2014_kei.520,"MULTILINESTRING ((115.572678 40.779194000000075, 115.81398000000002 40.91348600000015))",2,1903 atlas
ming_courier_routes_2014_kei.521,"MULTILINESTRING ((115.81398000000002 40.91348600000015, 115.71123499999999 41.313563999999985))",2,1903 atlas
ming_courier_routes_2014_kei.522,"MULTILINESTRING ((115.05114700000013 40.61036300000006, 114.885941 40.791256000000146))",2,1903 atlas
ming_courier_routes_2014_kei.523,"MULTILINESTRING ((114.885941 40.791256000000146, 114.734733 40.86490200000003))",2,1903 atlas
ming_courier_routes_2014_kei.524,"MULTILINESTRING ((116.840462 40.37148300000001, 117.06666564941418 40.549999237060604))",2,1903 atlas
ming_courier_routes_2014_kei.525,"MULTILINESTRING ((116.64140299999997 40.12755200000004, 116.840462 40.37148300000001))",2,1903 atlas
ming_courier_routes_2014_kei.526,"MULTILINESTRING ((116.36800384521496 39.93142700195324, 116.64140299999997 40.12755200000004))",2,1903 atlas
ming_courier_routes_2014_kei.527,"MULTILINESTRING ((117.06666564941418 40.549999237060604, 117.1500000000002 40.68330000000003))",2,1903 atlas
ming_courier_routes_2014_kei.528,"MULTILINESTRING ((117.1500000000002 40.68330000000003, 117.73065199999996 40.949321999999995))",2,1903 atlas
ming_courier_routes_2014_kei.529,"MULTILINESTRING ((117.73065199999996 40.949321999999995, 117.9198530000001 40.96579400000007))",2,1903 atlas
ming_courier_routes_2014_kei.530,"MULTILINESTRING ((117.9198530000001 40.96579400000007, 117.7249984741211 41.311668395996094))",2,1903 atlas
ming_courier_routes_2014_kei.531,"MULTILINESTRING ((117.7249984741211 41.311668395996094, 117.7405930000001 41.57151800000008))",2,1903 atlas
ming_courier_routes_2014_kei.532,"MULTILINESTRING ((117.7405930000001 41.57151800000008, 117.57012902717474 41.93219413358588))",2,1903 atlas
ming_courier_routes_2014_kei.533,"MULTILINESTRING ((117.57012902717474 41.93219413358588, 118.15343499999994 41.901890000000094))",2,1903 atlas
ming_courier_routes_2014_kei.534,"MULTILINESTRING ((114.07026672363293 35.410385131835994, 114.51080300000012 35.58150500000005))",2,1903 atlas
ming_courier_routes_2014_kei.535,"MULTILINESTRING ((114.51080300000012 35.58150500000005, 115.00592800000004 35.75428400000004))",2,1903 atlas
ming_courier_routes_2014_kei.536,"MULTILINESTRING ((113.86824798583996 35.30994033813482, 113.66021699999999 35.26812700000016))",1,MDYZK
ming_courier_routes_2014_kei.537,"MULTILINESTRING ((113.66021699999999 35.26812700000016, 113.43483700000013 35.231197000000066))",1,MDYZK
ming_courier_routes_2014_kei.538,"MULTILINESTRING ((113.43483700000013 35.231197000000066, 113.20302600000002 35.14969300000013))",1,MDYZK
ming_courier_routes_2014_kei.539,"MULTILINESTRING ((113.20302600000002 35.14969300000013, 112.93698900000015 35.08930200000009))",1,MDYZK
ming_courier_routes_2014_kei.540,"MULTILINESTRING ((112.93698900000015 35.08930200000009, 112.78279899999995 34.90317900000014))",1,MDYZK
ming_courier_routes_2014_kei.541,"MULTILINESTRING ((112.78279899999995 34.90317900000014, 112.63674200000014 34.8138350000001))",1,MDYZK
ming_courier_routes_2014_kei.542,"MULTILINESTRING ((112.93698900000015 35.08930200000009, 112.58267200000012 35.092438000000016))",2,1903 atlas
ming_courier_routes_2014_kei.543,"MULTILINESTRING ((112.63674200000014 34.8138350000001, 112.38262999999995 34.66527600000012))",1,MDYZK
ming_courier_routes_2014_kei.544,"MULTILINESTRING ((112.38262999999995 34.66527600000012, 112.81320700000015 34.714908000000094))",2,1903 atlas
ming_courier_routes_2014_kei.545,"MULTILINESTRING ((112.81320700000015 34.714908000000094, 113.019588 34.778924000000075))",2,1903 atlas
ming_courier_routes_2014_kei.546,"MULTILINESTRING ((113.34739700000011 34.78310800000003, 113.019588 34.778924000000075))",2,MDYZK
ming_courier_routes_2014_kei.547,"MULTILINESTRING ((115.75958700000012 40.36133300000006, 115.51070400000003 40.39765900000009))",2,1903 atlas
ming_courier_routes_2014_kei.548,"MULTILINESTRING ((115.51070400000003 40.39765900000009, 115.40369400000009 40.436127000000056))",2,1903 atlas
ming_courier_routes_2014_kei.549,"MULTILINESTRING ((115.40369400000009 40.436127000000056, 115.31073000000004 40.454426000000126))",2,1903 atlas
ming_courier_routes_2014_kei.550,"MULTILINESTRING ((115.05114700000013 40.61036300000006, 115.21474500000011 40.376556000000164))",2,1903 atlas
ming_courier_routes_2014_kei.551,"MULTILINESTRING ((115.21474500000011 40.376556000000164, 115.43068700000003 40.21648800000008))",2,1903 atlas
ming_courier_routes_2014_kei.552,"MULTILINESTRING ((115.43068700000003 40.21648800000008, 114.98913600000014 40.062050000000056))",2,1903 atlas
ming_courier_routes_2014_kei.553,"MULTILINESTRING ((114.98913600000014 40.062050000000056, 114.85104400000023 40.018093000000135))",2,1903 atlas
ming_courier_routes_2014_kei.554,"MULTILINESTRING ((114.85104400000012 40.018093000000135, 114.7607650000001 39.96149400000007))",2,1903 atlas
ming_courier_routes_2014_kei.555,"MULTILINESTRING ((114.7607650000001 39.96149400000007, 114.56905400000005 39.84053800000015))",2,1903 atlas
ming_courier_routes_2014_kei.556,"MULTILINESTRING ((114.68877410888683 39.35401535034174, 114.56905400000005 39.84053800000015))",2,1903 atlas
ming_courier_routes_2014_kei.557,"MULTILINESTRING ((112.38262999999995 34.66527600000012, 112.14430200000004 34.733059000000026))",1,MDYZK
ming_courier_routes_2014_kei.558,"MULTILINESTRING ((112.14430200000004 34.733059000000026, 111.76631199999997 34.765198))",1,MDYZK
ming_courier_routes_2014_kei.559,"MULTILINESTRING ((111.76631199999997 34.765198, 111.15562900000009 34.790542000000016))",1,MDYZK
ming_courier_routes_2014_kei.560,"MULTILINESTRING ((111.15562900000009 34.790542000000016, 110.9414900000001 34.684616000000005))",1,MDYZK
ming_courier_routes_2014_kei.561,"MULTILINESTRING ((110.9414900000001 34.684616000000005, 110.27365112304693 34.598808288574276))",1,MDYZK
ming_courier_routes_2014_kei.562,"MULTILINESTRING ((113.86824798583996 35.30994033813482, 113.68135800000016 35.124962000000096))",1,
ming_courier_routes_2014_kei.563,"MULTILINESTRING ((113.68135800000016 35.124962000000096, 113.52823588702915 34.98441015866172))",1,Skinner
ming_courier_routes_2014_kei.564,"MULTILINESTRING ((114.68058013916027 37.49468994140625, 114.77217864990246 37.75292587280285))",1,MDYZK
ming_courier_routes_2014_kei.565,"MULTILINESTRING ((117.69675399999994 40.112427000000025, 117.75477600097656 39.88367080688488))",2,MDYZK
ming_courier_routes_2014_kei.566,"MULTILINESTRING ((117.69675400000017 40.112427000000025, 117.95798500000012 40.18444800000009))",2,MDYZK
ming_courier_routes_2014_kei.567,"MULTILINESTRING ((116.65880584716797 39.905921936035156, 116.6980020000002 39.84686900000014))",2,MDYZK
ming_courier_routes_2014_kei.568,"MULTILINESTRING ((116.69385567076074 39.8521450257968, 116.87155300000018 39.76956900000005))",2,MDYZK
ming_courier_routes_2014_kei.569,"MULTILINESTRING ((116.87088756959463 39.76933978279396, 116.95332300000007 39.62164700000005))",2,MDYZK
ming_courier_routes_2014_kei.570,"MULTILINESTRING ((116.95332300000007 39.62164700000005, 117.06312600000001 39.37859300000014))",2,MDYZK
ming_courier_routes_2014_kei.571,"MULTILINESTRING ((117.06259684207862 39.37777489952339, 117.18781999999999 39.136971000000074))",2,MDYZK
ming_courier_routes_2014_kei.572,"MULTILINESTRING ((113.53441600000008 34.87436300000013, 113.52823588702915 34.98441015866172))",1,MDYZK
ming_courier_routes_2014_kei.573,"MULTILINESTRING ((113.34739700000011 34.78310800000003, 113.64131164550793 34.75807571411133))",2,MDYZK
ming_courier_routes_2014_kei.574,"MULTILINESTRING ((114.19468688964844 35.14276123046881, 114.34333038330078 34.78547668457031))",1,MDYZK
ming_courier_routes_2014_kei.575,"MULTILINESTRING ((114.34333038330078 34.78547668457031, 114.02625300000011 34.73209400000013))",2,MDYZK
ming_courier_routes_2014_kei.576,"MULTILINESTRING ((114.02606758888078 34.73315559734226, 113.64131164550793 34.75807571411133))",2,MDYZK
ming_courier_routes_2014_kei.577,"MULTILINESTRING ((114.34333038330078 34.78547668457031, 114.18077100000016 34.41345200000006))",1,MDYZK
ming_courier_routes_2014_kei.578,"MULTILINESTRING ((114.18479916365595 34.42195816784857, 113.98011897513015 34.28828947330106))",1,MDYZK
ming_courier_routes_2014_kei.579,"MULTILINESTRING ((113.98011897513015 34.28828947330106, 113.819748 34.03139100000004))",1,MDYZK
ming_courier_routes_2014_kei.580,"MULTILINESTRING ((113.82974169376416 34.029306377615114, 113.96063995361328 33.8086051940918))",1,MDYZK
ming_courier_routes_2014_kei.581,"MULTILINESTRING ((114.38121000000001 32.609119000000135, 114.52224000000012 32.20237400000002))",2,MDYZK
ming_courier_routes_2014_kei.582,"MULTILINESTRING ((114.015533 33.38905700000009, 113.98911300000009 33.14783900000009))",2,1903 atlas
ming_courier_routes_2014_kei.583,"MULTILINESTRING ((113.98911300000009 33.14783900000009, 114.019905 32.80767400000002))",2,1903 atlas
ming_courier_routes_2014_kei.584,"MULTILINESTRING ((112.71179962158214 33.164291381835994, 112.53546900000015 33.001678000000084))",1,MDYZK
ming_courier_routes_2014_kei.585,"MULTILINESTRING ((112.53546900000015 33.001678000000084, 112.51099999999997 32.75500000000005))",1,MDYZK
ming_courier_routes_2014_kei.586,"MULTILINESTRING ((114.34333038330078 34.78547668457031, 114.52452800000015 34.67319500000002))",2,MDYZK
ming_courier_routes_2014_kei.587,"MULTILINESTRING ((114.52452800000015 34.67319500000002, 114.77448300000003 34.55351300000001))",2,MDYZK
ming_courier_routes_2014_kei.588,"MULTILINESTRING ((114.76610862557277 34.54913100124713, 115.0659710000001 34.430504000000155))",2,MDYZK
ming_courier_routes_2014_kei.589,"MULTILINESTRING ((115.06877606551438 34.4292061665534, 115.31536800000003 34.44597600000009))",2,MDYZK
ming_courier_routes_2014_kei.590,"MULTILINESTRING ((115.31624001012074 34.450145423404706, 115.60745200000008 34.38505200000003))",2,MDYZK
ming_courier_routes_2014_kei.591,"MULTILINESTRING ((115.60745200000008 34.38505200000003, 115.85871712746518 34.2351282182326))",2,MDYZK
ming_courier_routes_2014_kei.592,"MULTILINESTRING ((115.85114284423139 34.244559992500854, 116.06884800000012 34.09717600000005))",2,MDYZK
ming_courier_routes_2014_kei.593,"MULTILINESTRING ((116.06624611915845 34.09798519454182, 116.36399800000004 33.93945700000012))",2,MDYZK
ming_courier_routes_2014_kei.594,"MULTILINESTRING ((114.52224000000012 32.20237400000002, 115.12510700000007 31.697765000000174))",2,MDYZK
ming_courier_routes_2014_kei.595,"MULTILINESTRING ((112.93698900000015 35.08930200000009, 112.96113695568727 35.17648948035725))",2,MDYZK
ming_courier_routes_2014_kei.596,"MULTILINESTRING ((113.54460900000004 39.27515000000011, 113.91641200000004 39.430939000000194))",1,MDYZK
ming_courier_routes_2014_kei.597,"MULTILINESTRING ((112.71209716796875 38.726600646972656, 112.73120100000006 38.39856300000014))",1,MDYZK
