FID,the_geom,MAJ_MINOR,SOURCE
ming_courier_routes_2014_kei.796,"MULTILINESTRING ((105.7169570000001 34.58547199999998, 104.88529199999999 34.72001600000016))",2,
ming_courier_routes_2014_kei.797,"MULTILINESTRING ((104.88529199999999 34.72001600000016, 104.635605 35.007137))",2,
ming_courier_routes_2014_kei.798,"MULTILINESTRING ((106.62294006347662 33.94524765014654, 106.53333282470709 33.91666793823248))",1,
ming_courier_routes_2014_kei.799,"MULTILINESTRING ((106.9460620000001 34.23448600000006, 106.62294006347662 33.94524765014654))",1,
ming_courier_routes_2014_kei.800,"MULTILINESTRING ((106.53333282470709 33.91666793823248, 106.29855300000003 33.90963000000011))",2,
ming_courier_routes_2014_kei.801,"MULTILINESTRING ((106.29855300000003 33.90963000000011, 106.08666999999997 33.777554000000066))",2,
ming_courier_routes_2014_kei.802,"MULTILINESTRING ((106.08666999999997 33.777554000000066, 105.41982240538965 33.55455269498361))",2,
ming_courier_routes_2014_kei.803,"MULTILINESTRING ((105.41982240538965 33.55455269498361, 104.93819400000018 33.06407200000018))",2,
ming_courier_routes_2014_kei.804,"MULTILINESTRING ((104.93819400000018 33.06407200000018, 104.92927600000002 33.394840000000045))",2,
ming_courier_routes_2014_kei.805,"MULTILINESTRING ((104.92927600000002 33.394840000000045, 104.49847400000004 33.69279100000017))",2,
ming_courier_routes_2014_kei.806,"MULTILINESTRING ((104.49847400000004 33.69279100000017, 104.39568300000008 34.05089200000015))",2,
ming_courier_routes_2014_kei.807,"MULTILINESTRING ((104.39568300000008 34.05089200000015, 104.03025100000002 34.43645500000014))",2,
ming_courier_routes_2014_kei.808,"MULTILINESTRING ((104.03025100000002 34.43645500000014, 104.151516369847 34.70661153542363))",2,
ming_courier_routes_2014_kei.809,"MULTILINESTRING ((104.151516369847 34.70661153542363, 104.32869700000003 34.8793070000001))",2,
ming_courier_routes_2014_kei.810,"MULTILINESTRING ((104.32869700000003 34.8793070000001, 104.4721380000002 34.85063600000018))",2,
ming_courier_routes_2014_kei.811,"MULTILINESTRING ((104.4721380000002 34.85063600000018, 104.635605 35.007137))",2,
ming_courier_routes_2014_kei.812,"MULTILINESTRING ((104.84650400000015 35.658009000000106, 104.6203079223634 35.575092315673885))",2,
ming_courier_routes_2014_kei.813,"MULTILINESTRING ((105.4349180000001 35.70248000000015, 105.05613708496105 35.694198608398494))",2,
ming_courier_routes_2014_kei.814,"MULTILINESTRING ((104.635605 35.007137, 104.67753600000015 35.3001670000001))",2,
ming_courier_routes_2014_kei.815,"MULTILINESTRING ((104.67753600000015 35.3001670000001, 104.6203079223634 35.575092315673885))",2,
ming_courier_routes_2014_kei.816,"MULTILINESTRING ((106.53333282470709 33.91666793823248, 106.92734500000006 33.619236))",1,
ming_courier_routes_2014_kei.817,"MULTILINESTRING ((106.77480316162115 33.137901306152344, 106.62171200000012 33.151005))",1,
ming_courier_routes_2014_kei.818,"MULTILINESTRING ((106.62171200000012 33.151005, 106.38165000000015 33.07498100000004))",1,
ming_courier_routes_2014_kei.819,"MULTILINESTRING ((106.29187800000005 33.04306400000013, 106.2543182373048 32.819629669189396))",1,
ming_courier_routes_2014_kei.820,"MULTILINESTRING ((106.2543182373048 32.819629669189396, 106.00118300000003 32.663090000000125))",1,
ming_courier_routes_2014_kei.821,"MULTILINESTRING ((106.00118300000003 32.663090000000125, 105.89238000000006 32.62900500000006))",1,
ming_courier_routes_2014_kei.822,"MULTILINESTRING ((105.89238000000006 32.62900500000006, 105.85260799999998 32.54852700000015))",1,
ming_courier_routes_2014_kei.823,"MULTILINESTRING ((105.93303700000013 31.743105000000128, 105.87879200000003 32.09310000000016))",1,1903 atlas
ming_courier_routes_2014_kei.824,"MULTILINESTRING ((105.87879200000003 32.09310000000016, 105.8500664816803 32.318442768353066))",1,1903 atlas
ming_courier_routes_2014_kei.825,"MULTILINESTRING ((105.96703300000013 31.583160000000078, 105.71903500000008 31.373318000000154))",1,
ming_courier_routes_2014_kei.826,"MULTILINESTRING ((105.71903500000008 31.373318000000154, 105.54237153051514 31.314593593323877))",1,
ming_courier_routes_2014_kei.827,"MULTILINESTRING ((105.54237153051514 31.314593593323877, 105.37611400000003 31.229305000000068))",1,
ming_courier_routes_2014_kei.828,"MULTILINESTRING ((105.37611400000003 31.229305000000068, 105.24311100000006 31.146027000000117))",1,
ming_courier_routes_2014_kei.829,"MULTILINESTRING ((105.24311100000006 31.146027000000117, 105.08757000000003 31.09462000000002))",1,
ming_courier_routes_2014_kei.830,"MULTILINESTRING ((104.7765270000001 31.882812000000058, 104.7780150000001 32.04074900000006))",2,
ming_courier_routes_2014_kei.831,"MULTILINESTRING ((104.7780150000001 32.04074900000006, 104.77239504751344 32.28007148165199))",2,
ming_courier_routes_2014_kei.832,"MULTILINESTRING ((104.77239504751344 32.28007148165199, 104.63375800000011 32.38551700000016))",2,
ming_courier_routes_2014_kei.833,"MULTILINESTRING ((104.63375800000011 32.38551700000016, 104.59977293482422 32.416886041896475))",2,
ming_courier_routes_2014_kei.834,"MULTILINESTRING ((104.59977293482422 32.416886041896475, 104.52972399999999 32.413155000000074))",2,
ming_courier_routes_2014_kei.835,"MULTILINESTRING ((104.52972399999999 32.413155000000074, 104.22058100000004 32.49864200000019))",2,
ming_courier_routes_2014_kei.836,"MULTILINESTRING ((104.22058100000004 32.49864200000019, 104.15339661315829 32.59697399146597))",2,
ming_courier_routes_2014_kei.837,"MULTILINESTRING ((104.15339661315829 32.59697399146597, 103.89971716059739 32.790052241470676))",2,
ming_courier_routes_2014_kei.838,"MULTILINESTRING ((103.89971716059739 32.790052241470676, 103.59269699999999 32.64832300000006))",2,
ming_courier_routes_2014_kei.839,"MULTILINESTRING ((104.67904699999991 31.044277000000136, 104.87599400000016 31.07728700000007))",1,1903 atlas
ming_courier_routes_2014_kei.840,"MULTILINESTRING ((104.49977900000016 30.998730000000137, 104.67904699999991 31.044277000000136))",1,1903 atlas
ming_courier_routes_2014_kei.841,"MULTILINESTRING ((103.85303500000003 31.688931000000025, 103.78058400000009 31.784892000000127))",2,
ming_courier_routes_2014_kei.842,"MULTILINESTRING ((103.78058400000009 31.784892000000127, 103.6810000000001 32.043175000000076))",2,
ming_courier_routes_2014_kei.843,"MULTILINESTRING ((103.6810000000001 32.043175000000076, 103.7697980000001 32.23401600000011))",2,
ming_courier_routes_2014_kei.844,"MULTILINESTRING ((103.7697980000001 32.23401600000011, 103.6266940000001 32.56797800000015))",2,
ming_courier_routes_2014_kei.845,"MULTILINESTRING ((103.6266940000001 32.56797800000015, 103.59269699999999 32.64832300000006))",2,
ming_courier_routes_2014_kei.846,"MULTILINESTRING ((103.25000000000006 30.183332443237248, 102.98436699999996 29.985556000000088))",2,
ming_courier_routes_2014_kei.847,"MULTILINESTRING ((102.182885 28.131183000000135, 102.19712100000004 28.30733300000003))",2,1903 atlas
ming_courier_routes_2014_kei.848,"MULTILINESTRING ((102.32645900000017 27.332909000000086, 102.20759900000013 27.720612000000074))",2,1903 atlas
ming_courier_routes_2014_kei.849,"MULTILINESTRING ((104.616356 28.774832000000004, 104.433334350586 28.6333332061767))",2,
ming_courier_routes_2014_kei.850,"MULTILINESTRING ((104.433334350586 28.6333332061767, 104.16131351706088 28.65673071147438))",2,
ming_courier_routes_2014_kei.851,"MULTILINESTRING ((104.16131351706088 28.65673071147438, 103.91583986927714 28.74919612140195))",2,
ming_courier_routes_2014_kei.852,"MULTILINESTRING ((105.38172900000012 28.78206300000005, 105.35043800000011 28.58092900000014))",2,1903 atlas
ming_courier_routes_2014_kei.853,"MULTILINESTRING ((105.35043800000011 28.58092900000014, 105.32832300000018 28.459982000000025))",2,1903 atlas
ming_courier_routes_2014_kei.854,"MULTILINESTRING ((105.32832300000018 28.459982000000025, 105.37023050914627 28.384282859078894))",2,1903 atlas
ming_courier_routes_2014_kei.855,"MULTILINESTRING ((105.32832300000018 28.459982000000025, 105.08632700000004 28.3406260000001))",2,
ming_courier_routes_2014_kei.856,"MULTILINESTRING ((105.42077200000006 28.174404000000095, 105.46938080385235 28.064636055821325))",2,
ming_courier_routes_2014_kei.857,"MULTILINESTRING ((105.46938080385235 28.064636055821325, 105.56741401551727 27.934338749178153))",2,
ming_courier_routes_2014_kei.858,"MULTILINESTRING ((105.56741401551727 27.934338749178153, 105.58333587646496 27.850000381469727))",2,
ming_courier_routes_2014_kei.859,"MULTILINESTRING ((105.58333587646496 27.850000381469727, 105.58026899999999 27.72926500000011))",2,
ming_courier_routes_2014_kei.860,"MULTILINESTRING ((105.58026899999999 27.72926500000011, 105.28400399999992 27.30808100000013))",2,
ming_courier_routes_2014_kei.861,"MULTILINESTRING ((105.28400399999992 27.30808100000013, 104.82888793945318 27.311111450195256))",2,
ming_courier_routes_2014_kei.862,"MULTILINESTRING ((104.82888793945318 27.311111450195256, 104.72207700000007 27.12747200000007))",2,
ming_courier_routes_2014_kei.863,"MULTILINESTRING ((104.72207700000007 27.12747200000007, 104.50622800000014 27.039042000000165))",2,
ming_courier_routes_2014_kei.864,"MULTILINESTRING ((104.50622800000014 27.039042000000165, 104.28983300000016 26.860271000000125))",2,
ming_courier_routes_2014_kei.865,"MULTILINESTRING ((104.28983300000016 26.860271000000125, 104.23332977294916 26.766666412353516))",2,
ming_courier_routes_2014_kei.866,"MULTILINESTRING ((104.23332977294916 26.766666412353516, 103.88333129882807 26.53333282470703))",2,
ming_courier_routes_2014_kei.867,"MULTILINESTRING ((106.55266700000004 29.559972000000016, 106.25295999999992 29.281507000000147))",2,
ming_courier_routes_2014_kei.868,"MULTILINESTRING ((106.25295999999992 29.281507000000147, 106.13114200000007 29.05812300000008))",2,
ming_courier_routes_2014_kei.869,"MULTILINESTRING ((106.13114200000007 29.05812300000008, 105.95289337210437 29.048017756779927))",2,
ming_courier_routes_2014_kei.870,"MULTILINESTRING ((105.95289337210437 29.048017756779927, 105.89594300000016 28.920595000000105))",2,
ming_courier_routes_2014_kei.871,"MULTILINESTRING ((105.89594300000016 28.920595000000105, 105.826729 28.812002000000064))",2,
ming_courier_routes_2014_kei.872,"MULTILINESTRING ((104.1064070000001 26.21884200000011, 103.82211303710932 25.609928131103572))",2,
ming_courier_routes_2014_kei.873,"MULTILINESTRING ((114.86824000000001 30.631774999999948, 114.56285900000012 30.65994100000006))",2,
ming_courier_routes_2014_kei.874,"MULTILINESTRING ((114.56285900000012 30.65994100000006, 114.31919097900402 30.541385650634822))",2,
ming_courier_routes_2014_kei.875,"MULTILINESTRING ((116.04112199999997 29.453486000000055, 115.74502563476562 29.33056449890131))",1,
ming_courier_routes_2014_kei.876,"MULTILINESTRING ((115.89772033691406 28.674896240234375, 115.97884738926825 28.85414602009729))",2,
ming_courier_routes_2014_kei.877,"MULTILINESTRING ((115.97695352618712 28.852252157016153, 115.99440800000002 29.17683000000011))",2,
ming_courier_routes_2014_kei.878,"MULTILINESTRING ((115.83668899999998 28.411289000000124, 115.78578200000004 28.197754000000145))",1,
ming_courier_routes_2014_kei.879,"MULTILINESTRING ((115.39898681640625 28.015569686889705, 114.93114000000003 27.804080000000113))",2,
ming_courier_routes_2014_kei.880,"MULTILINESTRING ((114.93114000000003 27.804080000000113, 114.81560521806887 27.708489416013094))",2,
ming_courier_routes_2014_kei.881,"MULTILINESTRING ((114.81560521806887 27.708489416013094, 114.67571999999996 27.816052000000013))",2,
ming_courier_routes_2014_kei.882,"MULTILINESTRING ((114.67571999999996 27.816052000000013, 114.42475928965212 27.844324394413718))",2,
ming_courier_routes_2014_kei.883,"MULTILINESTRING ((114.42475928965212 27.844324394413718, 114.37588500000015 27.79426600000005))",2,
ming_courier_routes_2014_kei.884,"MULTILINESTRING ((114.37588500000015 27.79426600000005, 113.83863799999995 27.631424000000152))",2,
ming_courier_routes_2014_kei.885,"MULTILINESTRING ((115.14727783203125 27.553689956665096, 115.0938970000002 27.32751600000006))",1,
ming_courier_routes_2014_kei.886,"MULTILINESTRING ((114.77967834472656 26.46176910400385, 114.90591200000006 26.322424000000126))",1,
ming_courier_routes_2014_kei.887,"MULTILINESTRING ((114.90591200000006 26.322424000000126, 114.9054950000002 26.129812000000072))",1,
ming_courier_routes_2014_kei.888,"MULTILINESTRING ((114.55000305175815 25.483333587646598, 114.35057067871094 25.399953842163086))",1,
ming_courier_routes_2014_kei.889,"MULTILINESTRING ((115.89772033691406 28.674896240234375, 116.00349200000005 28.526974000000052))",2,
ming_courier_routes_2014_kei.890,"MULTILINESTRING ((116.00349200000005 28.526974000000052, 116.35501256990642 27.979943984099805))",2,
ming_courier_routes_2014_kei.891,"MULTILINESTRING ((116.35501256990642 27.979943984099805, 116.62744899999996 27.55971700000009))",2,
ming_courier_routes_2014_kei.892,"MULTILINESTRING ((116.62744899999996 27.55971700000009, 117.1188390000001 27.68365300000005))",2,
ming_courier_routes_2014_kei.893,"MULTILINESTRING ((117.1188390000001 27.68365300000005, 117.33325200000002 27.539524000000142))",2,
ming_courier_routes_2014_kei.894,"MULTILINESTRING ((117.33325200000002 27.539524000000142, 117.48339800000008 27.33769200000006))",2,
ming_courier_routes_2014_kei.895,"MULTILINESTRING ((118.16918182373047 26.642173767089957, 117.96530100000007 26.63753100000008))",2,
ming_courier_routes_2014_kei.896,"MULTILINESTRING ((117.96530100000007 26.63753100000008, 117.80600263571137 26.7967157345376))",2,
ming_courier_routes_2014_kei.897,"MULTILINESTRING ((117.80600263571137 26.7967157345376, 117.77143704275375 26.93263368880389))",2,
ming_courier_routes_2014_kei.898,"MULTILINESTRING ((117.77143704275375 26.93263368880389, 117.64281500000016 27.14666900000003))",2,
ming_courier_routes_2014_kei.899,"MULTILINESTRING ((117.64281500000016 27.14666900000003, 117.48339800000008 27.33769200000006))",2,
ming_courier_routes_2014_kei.900,"MULTILINESTRING ((118.40935400000012 26.51427300000006, 118.67510223388672 26.428909301757926))",1,
ming_courier_routes_2014_kei.901,"MULTILINESTRING ((118.761289378539 26.359175954609498, 119.07029724121094 26.214040756225643))",1,
ming_courier_routes_2014_kei.902,"MULTILINESTRING ((119.3215789794923 26.073953628540096, 119.336669921875 25.87361145019537))",2,
ming_courier_routes_2014_kei.903,"MULTILINESTRING ((119.336669921875 25.87361145019537, 119.381439 25.727917000000048))",2,
ming_courier_routes_2014_kei.904,"MULTILINESTRING ((119.381439 25.727917000000048, 119.32034349684704 25.706177726512692))",2,
ming_courier_routes_2014_kei.905,"MULTILINESTRING ((119.32034349684704 25.706177726512692, 119.23332977294922 25.53333282470703))",2,
ming_courier_routes_2014_kei.906,"MULTILINESTRING ((119.23332977294922 25.53333282470703, 119.01110100000005 25.43395400000003))",2,
ming_courier_routes_2014_kei.907,"MULTILINESTRING ((119.01110100000005 25.43395400000003, 118.84442100000001 25.24142300000011))",2,
ming_courier_routes_2014_kei.908,"MULTILINESTRING ((118.84442100000001 25.24142300000011, 118.802818 25.02207800000008))",2,
ming_courier_routes_2014_kei.909,"MULTILINESTRING ((118.802818 25.02207800000008, 118.58990500000016 24.909640999999965))",2,
ming_courier_routes_2014_kei.910,"MULTILINESTRING ((118.58990500000016 24.909640999999965, 118.41775000000007 24.746709000000067))",2,
ming_courier_routes_2014_kei.911,"MULTILINESTRING ((118.41775000000007 24.746709000000067, 118.14450040174529 24.736698394419307))",2,
ming_courier_routes_2014_kei.912,"MULTILINESTRING ((118.14450040174529 24.736698394419307, 117.96395500000006 24.593819000000053))",2,
ming_courier_routes_2014_kei.913,"MULTILINESTRING ((117.96395500000006 24.593819000000053, 117.89989181034593 24.524450472699186))",2,
ming_courier_routes_2014_kei.914,"MULTILINESTRING ((117.89989181034593 24.524450472699186, 117.65305300000011 24.511744000000135))",2,
ming_courier_routes_2014_kei.915,"MULTILINESTRING ((117.65305300000011 24.511744000000135, 117.6742740000002 24.268709000000058))",2,
ming_courier_routes_2014_kei.916,"MULTILINESTRING ((117.6742740000002 24.268709000000058, 117.61069741385268 24.117078021871464))",2,
ming_courier_routes_2014_kei.917,"MULTILINESTRING ((117.61069741385268 24.117078021871464, 117.3283080000001 23.95955100000009))",2,
ming_courier_routes_2014_kei.918,"MULTILINESTRING ((117.65305300000011 24.511744000000135, 117.50569199999995 24.57299400000005))",2,
ming_courier_routes_2014_kei.919,"MULTILINESTRING ((117.50569199999995 24.57299400000005, 117.29586000000006 24.778765000000078))",2,
ming_courier_routes_2014_kei.920,"MULTILINESTRING ((117.29586000000006 24.778765000000078, 117.11512907098086 24.881440699286202))",2,
ming_courier_routes_2014_kei.921,"MULTILINESTRING ((118.25579100000016 26.76864599999999, 118.16918182373047 26.642173767089957))",1,
ming_courier_routes_2014_kei.922,"MULTILINESTRING ((118.29058300000008 26.910593000000176, 118.25579100000016 26.76864599999999))",1,
ming_courier_routes_2014_kei.923,"MULTILINESTRING ((118.1053695678711 27.339879989624023, 118.19999694824207 27.216667175293082))",1,
ming_courier_routes_2014_kei.924,"MULTILINESTRING ((118.1053695678711 27.339879989624023, 118.06626900000003 27.503511000000117))",1,
ming_courier_routes_2014_kei.925,"MULTILINESTRING ((118.06626900000003 27.503511000000117, 118.02677900000003 27.756025000000022))",1,
ming_courier_routes_2014_kei.926,"MULTILINESTRING ((118.02677900000003 27.756025000000022, 117.8938290000001 27.87027200000017))",1,
ming_courier_routes_2014_kei.927,"MULTILINESTRING ((118.240181 28.679602000000045, 117.96505278479117 28.44791727320836))",1,
ming_courier_routes_2014_kei.928,"MULTILINESTRING ((117.96505278479117 28.44791727320836, 117.77659000000006 28.20845000000014))",1,
ming_courier_routes_2014_kei.929,"MULTILINESTRING ((117.77659000000006 28.20845000000014, 117.80000305175804 28.000000000000114))",1,
ming_courier_routes_2014_kei.930,"MULTILINESTRING ((117.80000305175804 28.000000000000114, 117.8938290000001 27.87027200000017))",1,
ming_courier_routes_2014_kei.931,"MULTILINESTRING ((118.34401500000013 28.812477000000115, 118.240181 28.679602000000045))",1,
ming_courier_routes_2014_kei.932,"MULTILINESTRING ((119.47885131835938 29.204452514648494, 119.64991799999996 29.104712000000006))",2,
ming_courier_routes_2014_kei.933,"MULTILINESTRING ((119.64991799999996 29.104712000000006, 120.02525300000002 28.897268000000054))",2,
ming_courier_routes_2014_kei.934,"MULTILINESTRING ((120.02525300000002 28.897268000000054, 120.05844100000013 28.648392))",2,
ming_courier_routes_2014_kei.935,"MULTILINESTRING ((120.05844100000013 28.648392, 119.9130090000001 28.448732000000007))",2,
ming_courier_routes_2014_kei.936,"MULTILINESTRING ((119.9130090000001 28.448732000000007, 120.28815500000007 28.143875000000094))",2,
ming_courier_routes_2014_kei.937,"MULTILINESTRING ((120.28815500000007 28.143875000000094, 120.65322100000003 28.018291000000033))",2,
ming_courier_routes_2014_kei.938,"MULTILINESTRING ((120.65322100000003 28.018291000000033, 120.95768699999996 28.130675999999937))",2,
ming_courier_routes_2014_kei.939,"MULTILINESTRING ((120.95768699999996 28.130675999999937, 121.10144800000012 28.26831200000015))",2,
ming_courier_routes_2014_kei.940,"MULTILINESTRING ((121.10144800000012 28.26831200000015, 121.14601100000004 28.41246400000017))",2,
ming_courier_routes_2014_kei.941,"MULTILINESTRING ((121.14601100000004 28.41246400000017, 121.25638580322311 28.501943588256893))",2,
ming_courier_routes_2014_kei.942,"MULTILINESTRING ((121.25638580322311 28.501943588256893, 121.25835400000005 28.64261300000004))",2,
ming_courier_routes_2014_kei.943,"MULTILINESTRING ((121.25835400000005 28.64261300000004, 121.12059800000009 28.843132000000082))",2,
ming_courier_routes_2014_kei.944,"MULTILINESTRING ((121.12059800000009 28.843132000000082, 121.27705400000013 29.064903000000072))",2,
ming_courier_routes_2014_kei.945,"MULTILINESTRING ((121.27705400000013 29.064903000000072, 121.31554400000016 29.160954000000118))",2,
ming_courier_routes_2014_kei.946,"MULTILINESTRING ((121.31554400000016 29.160954000000118, 121.3280563354491 29.26527786254877))",2,
ming_courier_routes_2014_kei.947,"MULTILINESTRING ((121.3280563354491 29.26527786254877, 121.41666412353516 29.29999923706049))",2,
ming_courier_routes_2014_kei.948,"MULTILINESTRING ((121.41666412353516 29.29999923706049, 121.40690600000016 29.651657000000114))",2,
ming_courier_routes_2014_kei.949,"MULTILINESTRING ((121.40690600000016 29.651657000000114, 121.54293978908527 29.86476165742198))",2,
ming_courier_routes_2014_kei.950,"MULTILINESTRING ((121.54293978908527 29.86476165742198, 121.44419900000014 29.979195000000118))",2,
ming_courier_routes_2014_kei.951,"MULTILINESTRING ((121.44419900000014 29.979195000000118, 121.15276300000005 30.049067000000036))",2,
ming_courier_routes_2014_kei.952,"MULTILINESTRING ((121.15276300000005 30.049067000000036, 120.97358699999995 29.952654000000052))",2,
ming_courier_routes_2014_kei.953,"MULTILINESTRING ((120.97358699999995 29.952654000000052, 120.57826200000011 30.004515000000083))",2,
ming_courier_routes_2014_kei.954,"MULTILINESTRING ((120.57826200000011 30.004515000000083, 120.22258000000011 30.197996000000046))",2,
ming_courier_routes_2014_kei.955,"MULTILINESTRING ((120.22258000000011 30.197996000000046, 120.1686248779298 30.294124603271484))",2,
ming_courier_routes_2014_kei.956,"MULTILINESTRING ((116.60291300000017 23.581436000000053, 116.59406300000012 23.260954000000027))",2,
ming_courier_routes_2014_kei.957,"MULTILINESTRING ((116.59406300000012 23.260954000000027, 116.50466652780835 23.07859380393944))",2,
ming_courier_routes_2014_kei.958,"MULTILINESTRING ((116.50466652780835 23.07859380393944, 116.28851299999997 23.039129000000003))",2,
ming_courier_routes_2014_kei.959,"MULTILINESTRING ((116.28851299999997 23.039129000000003, 116.15901900000017 22.996525000000076))",2,
ming_courier_routes_2014_kei.960,"MULTILINESTRING ((116.15901900000017 22.996525000000076, 115.76659252932302 22.951959071625595))",2,
ming_courier_routes_2014_kei.961,"MULTILINESTRING ((115.76659252932302 22.951959071625595, 115.64108299999998 22.948466999999937))",2,
ming_courier_routes_2014_kei.962,"MULTILINESTRING ((115.64108299999998 22.948466999999937, 115.33500000000015 22.976000000000056))",2,
ming_courier_routes_2014_kei.963,"MULTILINESTRING ((115.33500000000015 22.976000000000056, 115.20752000000005 22.894600000000025))",2,
ming_courier_routes_2014_kei.964,"MULTILINESTRING ((115.20752000000005 22.894600000000025, 114.8973754238931 22.840362350452097))",2,
ming_courier_routes_2014_kei.965,"MULTILINESTRING ((114.8973754238931 22.840362350452097, 114.71666717529308 22.98333358764654))",2,
ming_courier_routes_2014_kei.966,"MULTILINESTRING ((114.71666717529308 22.98333358764654, 114.41028500000016 23.089378000000067))",2,
ming_courier_routes_2014_kei.967,"MULTILINESTRING ((114.69146 23.736833999999988, 114.86656900000014 23.839874000000066))",2,1903 atlas
ming_courier_routes_2014_kei.968,"MULTILINESTRING ((114.27360600000009 23.172247000000084, 114.1750340000001 23.085465999999997))",2,
ming_courier_routes_2014_kei.969,"MULTILINESTRING ((114.1750340000001 23.085465999999997, 114.08813900000007 23.06669400000004))",2,
ming_courier_routes_2014_kei.970,"MULTILINESTRING ((114.08813900000007 23.06669400000004, 113.8525981559626 23.11049052088464))",2,
ming_courier_routes_2014_kei.971,"MULTILINESTRING ((113.8525981559626 23.11049052088464, 113.5406190000001 23.094250000000102))",2,
ming_courier_routes_2014_kei.972,"MULTILINESTRING ((113.5406190000001 23.094250000000102, 113.25606536865234 23.134624481201286))",2,
ming_courier_routes_2014_kei.973,"MULTILINESTRING ((110.11225900000011 27.62009800000004, 109.68408200000005 27.447302000000036))",1,
ming_courier_routes_2014_kei.974,"MULTILINESTRING ((110.18264770507818 28.018482208251953, 110.23332977294922 27.899999618530387))",1,
ming_courier_routes_2014_kei.975,"MULTILINESTRING ((110.23332977294922 27.899999618530387, 110.18264770507818 28.018482208251953))",1,
ming_courier_routes_2014_kei.976,"MULTILINESTRING ((110.18264770507818 28.018482208251953, 110.15422058105474 28.280029296875114))",1,
ming_courier_routes_2014_kei.977,"MULTILINESTRING ((110.3000030517581 28.350000381469783, 110.15422058105474 28.280029296875114))",1,
ming_courier_routes_2014_kei.978,"MULTILINESTRING ((110.39209 28.440548000000035, 110.3000030517581 28.350000381469783))",1,
ming_courier_routes_2014_kei.979,"MULTILINESTRING ((111.33948500000002 28.706287000000145, 110.49301900000012 28.63850800000006))",2,
ming_courier_routes_2014_kei.980,"MULTILINESTRING ((110.48471100000012 29.127953000000048, 110.18529500000011 29.236904000000038))",2,
ming_courier_routes_2014_kei.981,"MULTILINESTRING ((112.90025300000013 29.81575800000013, 112.8499984741211 29.533332824707145))",2,MDYZK
ming_courier_routes_2014_kei.982,"MULTILINESTRING ((113.23332977294933 29.5, 113.13135988302088 29.433046984645387))",1,MDYZK
ming_courier_routes_2014_kei.983,"MULTILINESTRING ((121.25556200000017 38.80872000000011, 121.43474300000003 38.982421000000045))",2,
ming_courier_routes_2014_kei.984,"MULTILINESTRING ((121.43474300000003 38.982421000000045, 121.70105000000001 39.09894600000001))",2,
ming_courier_routes_2014_kei.985,"MULTILINESTRING ((121.70105000000001 39.09894600000001, 121.86666870117188 39.333332061767635))",2,
ming_courier_routes_2014_kei.986,"MULTILINESTRING ((121.86666870117188 39.333332061767635, 121.9564670000002 39.390034000000185))",2,
ming_courier_routes_2014_kei.987,"MULTILINESTRING ((121.9564670000002 39.390034000000185, 121.87012800000014 39.51234000000011))",2,
ming_courier_routes_2014_kei.988,"MULTILINESTRING ((121.87012800000014 39.51234000000011, 121.71160099999997 39.73373800000013))",2,
ming_courier_routes_2014_kei.989,"MULTILINESTRING ((121.71160099999997 39.73373800000013, 121.98332977294922 40.04999923706049))",2,
ming_courier_routes_2014_kei.990,"MULTILINESTRING ((121.98332977294922 40.04999923706049, 122.12763200000006 40.17736800000017))",2,
ming_courier_routes_2014_kei.991,"MULTILINESTRING ((122.12763200000006 40.17736800000017, 122.33333587646484 40.40000152587896))",2,
ming_courier_routes_2014_kei.992,"MULTILINESTRING ((122.33333587646484 40.40000152587896, 122.52500200000009 40.613361999999995))",2,
ming_courier_routes_2014_kei.993,"MULTILINESTRING ((122.52500200000009 40.613361999999995, 122.7480426772637 40.86553251402751))",2,
ming_courier_routes_2014_kei.994,"MULTILINESTRING ((122.7480426772637 40.86553251402751, 122.94241299999999 41.07394000000005))",2,
ming_courier_routes_2014_kei.995,"MULTILINESTRING ((122.94241299999999 41.07394000000005, 123.16798400000016 41.26585000000006))",2,
ming_courier_routes_2014_kei.996,"MULTILINESTRING ((123.16798400000016 41.26585000000006, 123.35185999999999 41.51085300000011))",2,
ming_courier_routes_2014_kei.997,"MULTILINESTRING ((123.35185999999999 41.51085300000011, 123.41988372802746 41.78824996948248))",2,
ming_courier_routes_2014_kei.998,"MULTILINESTRING ((123.41988372802746 41.78824996948248, 123.58288600000014 41.947865000000036))",2,
ming_courier_routes_2014_kei.999,"MULTILINESTRING ((123.58288600000014 41.947865000000036, 123.64957600000002 42.099266000000114))",2,
ming_courier_routes_2014_kei.1000,"MULTILINESTRING ((123.64957600000002 42.099266000000114, 123.8478540000001 42.29550900000004))",2,
ming_courier_routes_2014_kei.1001,"MULTILINESTRING ((123.8478540000001 42.29550900000004, 123.9920810000001 42.440292))",2,
ming_courier_routes_2014_kei.1002,"MULTILINESTRING ((123.9920810000001 42.440292, 124.07673599999998 42.604393000000016))",2,
ming_courier_routes_2014_kei.1003,"MULTILINESTRING ((124.07673599999998 42.604393000000016, 124.275090656673 42.66937954023945))",2,
ming_courier_routes_2014_kei.1004,"MULTILINESTRING ((122.7480426772637 40.86553251402751, 122.52367400000014 40.945534000000066))",2,
ming_courier_routes_2014_kei.1005,"MULTILINESTRING ((122.52367400000014 40.945534000000066, 122.36666870117199 41.016666412353516))",2,
ming_courier_routes_2014_kei.1006,"MULTILINESTRING ((122.36666870117199 41.016666412353516, 122.36705800000004 41.14558400000004))",2,
