id;source;target;label;geom;maj_minor;src
807;12;808;YANSHOUYI Gansu (延寿驿) - TONG'ANYI Gansu (通安驿);{"type":"MultiLineString","coordinates":[[[104.677536,35.3001670000001],[104.620307922363,35.5750923156739]]]};2;
808;794;809;SONGLINYI Shaanxi (松林驿) - MADAOYI Shaanxi (马道驿);{"type":"MultiLineString","coordinates":[[[106.512786999763,33.9183119996524],[106.927345,33.619236]]]};1;
809;30;810;MIANXIAN Shaanxi (勉县) - SHUNZHENGYI Shaanxi (顺政驿);{"type":"MultiLineString","coordinates":[[[106.774803161621,33.1379013061523],[106.621712,33.151005]]]};1;
810;810;811;SHUNZHENGYI Shaanxi (顺政驿) - JINNIUYI Shaanxi (金牛驿);{"type":"MultiLineString","coordinates":[[[106.621712,33.151005],[106.38165,33.074981]]]};1;
811;812;813;YANGPINGYI Shaanxi (阳平驿) - HUANGBAYI Shaanxi (黄坝驿);{"type":"MultiLineString","coordinates":[[[106.291878,33.0430640000001],[106.254318237305,32.8196296691894]]]};1;
812;813;814;HUANGBAYI Shaanxi (黄坝驿) - SHENXUANYI Sichuan (神宣驿);{"type":"MultiLineString","coordinates":[[[106.254318237305,32.8196296691894],[105.967220999504,32.6705369993854]]]};1;
813;814;815;SHENXUANYI Sichuan (神宣驿) - CHAOTIANYI Sichuan (朝天驿);{"type":"MultiLineString","coordinates":[[[105.967220999504,32.6705369993854],[105.89238,32.6290050000001]]]};1;
814;815;816;CHAOTIANYI Sichuan (朝天驿) - SHAHEYI Sichuan (沙河驿);{"type":"MultiLineString","coordinates":[[[105.89238,32.6290050000001],[105.852608,32.5485270000001]]]};1;
815;485;817;CANGXI Sichuan (苍溪驿) - BAILINYI Sichuan (柏林驿);{"type":"MultiLineString","coordinates":[[[105.933037,31.7431050000001],[105.878792,32.0931000000002]]]};1;1903 atlas
816;817;818;BAILINYI Sichuan (柏林驿) - LONGTANYI Sichuan (龙潭驿);{"type":"MultiLineString","coordinates":[[[105.878792,32.0931000000002],[105.85006648168,32.3184427683531]]]};1;1903 atlas
817;486;819;JINPINGYI Sichuan (锦屏驿) - LIUBIANYI Sichuan (柳边驿);{"type":"MultiLineString","coordinates":[[[105.967033,31.5831600000001],[105.719035,31.3733180000002]]]};1;
818;819;820;LIUBIANYI Sichuan (柳边驿) - FUCUNYI Sichuan (富村驿);{"type":"MultiLineString","coordinates":[[[105.719035,31.3733180000002],[105.542371530515,31.3145935933239]]]};1;
819;820;821;FUCUNYI Sichuan (富村驿) - YUNXIYI Sichuan (云谿驿);{"type":"MultiLineString","coordinates":[[[105.542371530515,31.3145935933239],[105.376114,31.2293050000001]]]};1;
820;821;822;YUNXIYI Sichuan (云谿驿) - QIULINYI Sichuan (秋林驿);{"type":"MultiLineString","coordinates":[[[105.376114,31.2293050000001],[105.243111,31.1460270000001]]]};1;
821;480;822;HUANGHUAYI Sichuan (皇华驿) - QIULINYI Sichuan (秋林驿);{"type":"MultiLineString","coordinates":[[[105.243111,31.1460270000001],[105.08757,31.09462]]]};1;
822;475;823;JIANGYOU Sichuan (江油) - XIPINGYI Sichuan (西平驿);{"type":"MultiLineString","coordinates":[[[104.776527,31.8828120000001],[104.778015,32.0407490000001]]]};2;
823;823;824;XIPINGYI Sichuan (西平驿) - XIAOXIYI Sichuan (小谿驿);{"type":"MultiLineString","coordinates":[[[104.778015,32.0407490000001],[104.772395047513,32.280071481652]]]};2;
824;824;825;XIAOXIYI Sichuan (小谿驿) - GUCHENGYI Sichuan (古城驿);{"type":"MultiLineString","coordinates":[[[104.772395047513,32.280071481652],[104.633758,32.3855170000002]]]};2;
825;825;826;GUCHENGYI Sichuan (古城驿) - HANZIYI Sichuan (汉子驿);{"type":"MultiLineString","coordinates":[[[104.633758,32.3855170000002],[104.559530635111,32.4029233723207]]]};2;
826;479;827;WUPINGYI Sichuan (武平驿) - SHUIJINYI Sichuan (水进驿);{"type":"MultiLineString","coordinates":[[[104.529724,32.4131550000001],[104.220581,32.4986420000002]]]};2;
827;827;828;SHUIJINYI Sichuan (水进驿) - XIAOHEYI Sichuan (小河驿);{"type":"MultiLineString","coordinates":[[[104.220581,32.4986420000002],[104.153396613158,32.596973991466]]]};2;
828;828;829;XIAOHEYI Sichuan (小河驿) - SANSHEYI Sichuan (三舍驿);{"type":"MultiLineString","coordinates":[[[104.153396613158,32.596973991466],[103.899717160597,32.7900522414707]]]};2;
829;478;829;GUSONGYI Sichuan (古松驿) - SANSHEYI Sichuan (三舍驿);{"type":"MultiLineString","coordinates":[[[103.899717160597,32.7900522414707],[103.592697,32.6483230000001]]]};2;
830;481;830;WUCHENGYI Sichuan (五城驿) - JIANNINGYI Sichuan (建宁驿);{"type":"MultiLineString","coordinates":[[[104.679047,31.0442770000001],[104.875994,31.0772870000001]]]};1;1903 atlas
831;481;831;WUCHENGYI Sichuan (五城驿) - GUDIANYI Sichuan (古店驿);{"type":"MultiLineString","coordinates":[[[104.499779,30.9987300000001],[104.679047,31.0442770000001]]]};1;1903 atlas
832;474;835;HULINYI Sichuan (护林驿) - CHANGNINGYI Sichuan (长宁驿);{"type":"MultiLineString","coordinates":[[[103.853035,31.688931],[103.780584,31.7848920000001]]]};2;
833;834;835;LAIDAYI Sichuan (来达驿) - CHANGNINGYI Sichuan (长宁驿);{"type":"MultiLineString","coordinates":[[[103.780584,31.7848920000001],[103.681,32.0431750000001]]]};2;
834;833;834;ZHENPINGYI Sichuan (镇平驿) - LAIDAYI Sichuan (来达驿);{"type":"MultiLineString","coordinates":[[[103.681,32.0431750000001],[103.769798,32.2340160000001]]]};2;
835;833;836;ZHENPINGYI Sichuan (镇平驿) - GUIHUAYI Sichuan (归化驿);{"type":"MultiLineString","coordinates":[[[103.769798,32.2340160000001],[103.626694,32.5679780000002]]]};2;
836;478;836;GUSONGYI Sichuan (古松驿) - GUIHUAYI Sichuan (归化驿);{"type":"MultiLineString","coordinates":[[[103.626694,32.5679780000002],[103.592697,32.6483230000001]]]};2;
837;458;838;YA'AN Sichuan (雅安驿) - BAIZHANGYI Sichuan (百丈驿);{"type":"MultiLineString","coordinates":[[[103.257193998075,30.190762993817],[102.984367,29.9855560000001]]]};2;
838;452;839;LUGUGUAN Sichuan (泸沽驿) - XILONGYI Sichuan (谿龙驿);{"type":"MultiLineString","coordinates":[[[102.182885,28.1311830000001],[102.197121,28.307333]]]};2;1903 atlas
839;450;840;AYONGYI Sichuan (阿用驿) - LUMAYI Sichuan (禄马驿);{"type":"MultiLineString","coordinates":[[[102.326459,27.3329090000001],[102.207599,27.7206120000001]]]};2;1903 atlas
840;435;841;WENCHUANYI Sichuan (文川驿) - LUODONGYI Sichuan (罗东驿);{"type":"MultiLineString","coordinates":[[[104.616356,28.774832],[104.430572997538,28.6378119979915]]]};2;
841;841;842;LUODONGYI Sichuan (罗东驿) - NIXIYI Sichuan (泥溪驿);{"type":"MultiLineString","coordinates":[[[104.430572997538,28.6378119979915],[104.161313517061,28.6567307114744]]]};2;
842;842;843;NIXIYI Sichuan (泥溪驿) - MANYISI Sichuan (曼彝司);{"type":"MultiLineString","coordinates":[[[104.161313517061,28.6567307114744],[103.906243996836,28.7412299967907]]]};2;
843;444;844;NAXI Sichuan (纳溪驿) - TONGYOUYI Sichuan (通邮驿);{"type":"MultiLineString","coordinates":[[[105.381729,28.7820630000001],[105.350438,28.5809290000001]]]};2;1903 atlas
844;844;845;TONGYOUYI Sichuan (通邮驿) - JIANGMENYI Sichuan (江门驿);{"type":"MultiLineString","coordinates":[[[105.350438,28.5809290000001],[105.328323,28.459982]]]};2;1903 atlas
845;845;846;JIANGMENYI Sichuan (江门驿) - YONG'ANYI Sichuan (永安驿);{"type":"MultiLineString","coordinates":[[[105.328323,28.459982],[105.368880998823,28.3842909992281]]]};2;1903 atlas
846;448;845;XINGWEN Sichuan (兴文) - JIANGMENYI Sichuan (江门驿);{"type":"MultiLineString","coordinates":[[[105.328323,28.459982],[105.086327,28.3406260000001]]]};2;
847;445;850;YONGNING Sichuan (永宁卫) - YONG'ANYI Sichuan (永安驿);{"type":"MultiLineString","coordinates":[[[105.420772,28.1744040000001],[105.469380803852,28.0646360558213]]]};2;
848;849;850;PUSHIYI Sichuan (普市驿) - YONG'ANYI Sichuan (永安驿);{"type":"MultiLineString","coordinates":[[[105.469380803852,28.0646360558213],[105.558021999014,27.927678999404]]]};2;
849;848;849;MONIYI Sichuan (摩泥驿) - PUSHIYI Sichuan (普市驿);{"type":"MultiLineString","coordinates":[[[105.558021999014,27.927678999404],[105.594855999049,27.8476239994333]]]};2;
850;847;848;CHISHUIWEI Sichuan (赤水驿) - MONIYI Sichuan (摩泥驿);{"type":"MultiLineString","coordinates":[[[105.594855999049,27.8476239994333],[105.580269,27.7292650000001]]]};2;
851;847;851;CHISHUIWEI Sichuan (赤水驿) - BIJIEYI Guizhou (毕节驿);{"type":"MultiLineString","coordinates":[[[105.580269,27.7292650000001],[105.284004,27.3080810000001]]]};2;
852;851;852;BIJIEYI Guizhou (毕节驿) - ZHOUNIYI Guizhou (周尼驿);{"type":"MultiLineString","coordinates":[[[105.284004,27.3080810000001],[104.986678998281,27.1947849989933]]]};2;
853;852;853;ZHOUNIYI Guizhou (周尼驿) - HEIZHANGYI Guizhou (赫章驿);{"type":"MultiLineString","coordinates":[[[104.986678998281,27.1947849989933],[104.722077,27.1274720000001]]]};2;
854;853;854;HEIZHANGYI Guizhou (赫章驿) - WADIANYI Guizhou (瓦甸驿);{"type":"MultiLineString","coordinates":[[[104.722077,27.1274720000001],[104.506228,27.0390420000002]]]};2;
855;854;855;WADIANYI Guizhou (瓦甸驿) - ZAICHENGYI Guizhou (在城驿);{"type":"MultiLineString","coordinates":[[[104.506228,27.0390420000002],[104.289833,26.8602710000001]]]};2;
856;855;856;ZAICHENGYI Guizhou (在城驿) - WUSAYI Guizhou (乌撒驿);{"type":"MultiLineString","coordinates":[[[104.289833,26.8602710000001],[104.013701996527,26.7479739976139]]]};2;
857;856;857;WUSAYI Guizhou (乌撒驿) - PUDEGUIYI Guizhou (普德归驿);{"type":"MultiLineString","coordinates":[[[104.013701996527,26.7479739976138],[103.883331298828,26.533332824707]]]};2;
858;483;862;BAXIAN Chongqing (巴县) - JIANGJINYI Chongqing (江津驿);{"type":"MultiLineString","coordinates":[[[106.552667,29.559972],[106.25296,29.2815070000001]]]};2;
859;859;862;BAISHAZHENYI Chongqing (白沙镇驿) - JIANGJINYI Chongqing (江津驿);{"type":"MultiLineString","coordinates":[[[106.25296,29.2815070000001],[106.131142,29.0581230000001]]]};2;
860;859;861;BAISHAZHENYI Chongqing (白沙镇驿) - LISHIYI Chongqing (立市驿);{"type":"MultiLineString","coordinates":[[[106.131142,29.0581230000001],[105.949988999375,29.0489599995697]]]};2;
861;860;861;NIUNAOYI Chongqing (牛脑驿) - LISHIYI Chongqing (立市驿);{"type":"MultiLineString","coordinates":[[[105.949988999375,29.0489599995697],[105.895943,28.9205950000001]]]};2;
862;443;860;HEJIANG Sichuan (合江) - NIUNAOYI Chongqing (牛脑驿);{"type":"MultiLineString","coordinates":[[[105.895943,28.9205950000001],[105.826729,28.8120020000001]]]};2;
863;6;266;ZHANYI Yunnan (沾益) - XUANWEI Yunnan (宣威);{"type":"MultiLineString","coordinates":[[[104.106407,26.2188420000001],[103.822113037109,25.6099281311036]]]};2;
864;668;685;LIPINGYI Hubei (李坪驿) - YANGLUOYI Hubei (阳逻驿);{"type":"MultiLineString","coordinates":[[[114.86824,30.6317749999999],[114.562859,30.6599410000001]]]};2;
865;135;685;WUCHANGFU Hubei (武昌府) - YANGLUOYI Hubei (阳逻驿);{"type":"MultiLineString","coordinates":[[[114.562859,30.6599410000001],[114.319190979004,30.5413856506348]]]};2;
866;165;863;DE'AN Jiangxi (德安) - KUANGLUYI Jiangxi (匡庐驿);{"type":"MultiLineString","coordinates":[[[116.041122,29.4534860000001],[115.745025634766,29.3305644989013]]]};1;
867;168;865;NANPU Jiangxi (南浦驿) - QIAOSHEYI Jiangxi (樵舍驿);{"type":"MultiLineString","coordinates":[[[115.897720336914,28.6748962402344],[115.978859000579,28.8564399996135]]]};2;
868;864;865;WUCHENGYI Jiangxi (吴城驿) - QIAOSHEYI Jiangxi (樵舍驿);{"type":"MultiLineString","coordinates":[[[115.978859000579,28.8564399996135],[115.994408,29.1768300000001]]]};2;
869;866;867;SHICHAYI Jiangxi (市汊驿) - JIANJIANGYI Jiangxi (剑江驿);{"type":"MultiLineString","coordinates":[[[115.836689,28.4112890000001],[115.785782,28.1977540000001]]]};1;
870;161;870;XIAOTAN Jiangxi (萧滩驿) - LUOXIYI Jiangxi (罗溪驿);{"type":"MultiLineString","coordinates":[[[115.398986816406,28.0155696868897],[114.93114,27.8040800000001]]]};2;
871;869;870;ANRENYI Jiangxi (安仁驿) - LUOXIYI Jiangxi (罗溪驿);{"type":"MultiLineString","coordinates":[[[114.93114,27.8040800000001],[114.818693000117,27.7466559999322]]]};2;
872;868;869;FENYI Jiangxi (分宜) - ANRENYI Jiangxi (安仁驿);{"type":"MultiLineString","coordinates":[[[114.818693000117,27.7466559999322],[114.67572,27.816052]]]};2;
873;868;872;FENYI Jiangxi (分宜) - XIUJIANGYI Jiangxi (秀江驿);{"type":"MultiLineString","coordinates":[[[114.67572,27.816052],[114.43177800006,27.8413719999641]]]};2;
874;871;872;YUANZHOUFU Jiangxi (袁州府) - XIUJIANGYI Jiangxi (秀江驿);{"type":"MultiLineString","coordinates":[[[114.43177800006,27.8413719999641],[114.375885,27.7942660000001]]]};2;
875;366;871;PINGXIANG Jiangxi (萍乡) - YUANZHOUFU Jiangxi (袁州府);{"type":"MultiLineString","coordinates":[[[114.375885,27.7942660000001],[113.838638,27.6314240000002]]]};2;
876;159;873;YUXIA Jiangxi (玉峡驿) - BAISHAYI Jiangxi (白沙驿);{"type":"MultiLineString","coordinates":[[[115.147277832031,27.5536899566651],[115.093897,27.3275160000001]]]};1;
877;150;874;WUYUN Jiangxi (五云驿) - ZAOKOUYI Jiangxi (皂口驿);{"type":"MultiLineString","coordinates":[[[114.779678344727,26.4617691040038],[114.905912,26.3224240000001]]]};1;
878;874;875;ZAOKOUYI Jiangxi (皂口驿) - YOUZHENYI Jiangxi (攸镇驿);{"type":"MultiLineString","coordinates":[[[114.905912,26.3224240000001],[114.905495,26.1298120000001]]]};1;
879;138;876;HENGPUYI Jiangxi (横浦驿) - XIAOXIYI Jiangxi (小溪驿);{"type":"MultiLineString","coordinates":[[[114.550178000074,25.4853459999678],[114.350570678711,25.3999538421631]]]};1;
880;168;877;NANPU Jiangxi (南浦驿) - WUYANGYI Jiangxi (武阳驿);{"type":"MultiLineString","coordinates":[[[115.897720336914,28.6748962402344],[116.003492,28.5269740000001]]]};2;
881;877;878;WUYANGYI Jiangxi (武阳驿) - KONGJIADUYI Jiangxi (孔家渡驿);{"type":"MultiLineString","coordinates":[[[116.003492,28.5269740000001],[116.351341000896,27.9847809994583]]]};2;
882;878;879;KONGJIADUYI Jiangxi (孔家渡驿) - GANJIANGYI Jiangxi (旰江驿);{"type":"MultiLineString","coordinates":[[[116.351341000896,27.9847809994583],[116.627449,27.5597170000001]]]};2;
883;879;880;GANJIANGYI Jiangxi (旰江驿) - SHANGUANYI Fujian (杉关驿);{"type":"MultiLineString","coordinates":[[[116.627449,27.5597170000001],[117.118839,27.683653]]]};2;
884;880;881;SHANGUANYI Fujian (杉关驿) - HANGCHUANYI Fujian (杭川驿);{"type":"MultiLineString","coordinates":[[[117.118839,27.683653],[117.333252,27.5395240000001]]]};2;
885;881;882;HANGCHUANYI Fujian (杭川驿) - QIAOCHUANYI Fujian (樵川驿);{"type":"MultiLineString","coordinates":[[[117.333252,27.5395240000001],[117.483398,27.3376920000001]]]};2;
886;215;884;JIANPUYI Fujian (剑浦驿) - WANGTAIYI Fujian (王台驿);{"type":"MultiLineString","coordinates":[[[118.16918182373,26.64217376709],[117.965301,26.6375310000001]]]};2;
887;884;885;WANGTAIYI Fujian (王台驿) - SHUANGFENGYI Fujian (双峰驿);{"type":"MultiLineString","coordinates":[[[117.965301,26.6375310000001],[117.806002635711,26.7967157345376]]]};2;
888;885;886;SHUANGFENGYI Fujian (双峰驿) - FUTUNYI Fujian (富屯驿);{"type":"MultiLineString","coordinates":[[[117.806002635711,26.7967157345376],[117.771437042754,26.9326336888039]]]};2;
889;883;886;NAKOUYI Fujian (拏口驿) - FUTUNYI Fujian (富屯驿);{"type":"MultiLineString","coordinates":[[[117.771437042754,26.9326336888039],[117.642815,27.146669]]]};2;
890;882;883;QIAOCHUANYI Fujian (樵川驿) - NAKOUYI Fujian (拏口驿);{"type":"MultiLineString","coordinates":[[[117.642815,27.146669],[117.483398,27.3376920000001]]]};2;
891;222;887;HUANGTIAN Fujian (黄田驿) - CHAYANGYI Fujian (茶洋驿);{"type":"MultiLineString","coordinates":[[[118.409354,26.5142730000001],[118.675102233887,26.4289093017579]]]};1;
892;228;888;BAISHA Fujian (白沙驿) - SHUIKOUYI Fujian (水口驿);{"type":"MultiLineString","coordinates":[[[118.761289378539,26.3591759546095],[119.08115400477,26.2090169945714]]]};1;
893;233;889;SANSHAN Fujian (三山驿) - DATIANYI Fujian (大田驿);{"type":"MultiLineString","coordinates":[[[119.321578979492,26.0739536285401],[119.335979004575,25.8766429936645]]]};2;
894;889;890;DATIANYI Fujian (大田驿) - FUQINGYI Fujian (福清);{"type":"MultiLineString","coordinates":[[[119.335979004575,25.8766429936645],[119.381439,25.727917]]]};2;
895;890;891;FUQINGYI Fujian (福清) - HONGLUYI Fujian (宏路驿);{"type":"MultiLineString","coordinates":[[[119.381439,25.727917],[119.309998004723,25.702289993875]]]};2;
896;891;892;HONGLUYI Fujian (宏路驿) - SUANLINGYI Fujian (蒜岭驿);{"type":"MultiLineString","coordinates":[[[119.309998004723,25.702289993875],[119.194786004977,25.4832519944721]]]};2;
897;892;893;SUANLINGYI Fujian (蒜岭驿) - PUYANGYI Fujian (莆阳驿);{"type":"MultiLineString","coordinates":[[[119.194786004977,25.4832519944721],[119.011101,25.433954]]]};2;
898;893;895;PUYANGYI Fujian (莆阳驿) - FENGTINGYI Fujian (枫亭驿);{"type":"MultiLineString","coordinates":[[[119.011101,25.433954],[118.844421,25.2414230000001]]]};2;
899;894;895;JINTIANYI Fujian (锦田驿) - FENGTINGYI Fujian (枫亭驿);{"type":"MultiLineString","coordinates":[[[118.844421,25.2414230000001],[118.802818,25.0220780000001]]]};2;
900;894;896;JINTIANYI Fujian (锦田驿) - JIN'ANYI Fujian (晋安驿);{"type":"MultiLineString","coordinates":[[[118.802818,25.0220780000001],[118.589905,24.909641]]]};2;
901;896;897;JIN'ANYI Fujian (晋安驿) - KANGDIANYI Fujian (康店驿);{"type":"MultiLineString","coordinates":[[[118.589905,24.909641],[118.41775,24.7467090000001]]]};2;
902;897;898;KANGDIANYI Fujian (康店驿) - DALUNYI Fujian (大轮驿);{"type":"MultiLineString","coordinates":[[[118.41775,24.7467090000001],[118.144500401745,24.7366983944193]]]};2;
903;898;899;DALUNYI Fujian (大轮驿) - SHENQINGYI Fujian (深青驿);{"type":"MultiLineString","coordinates":[[[118.144500401745,24.7366983944193],[117.963955,24.5938190000001]]]};2;
904;899;900;SHENQINGYI Fujian (深青驿) - JIANGDONGYI Fujian (江东驿);{"type":"MultiLineString","coordinates":[[[117.963955,24.5938190000001],[117.899891810346,24.5244504726992]]]};2;
905;900;901;JIANGDONGYI Fujian (江东驿) - DANXIAYI Fujian (丹霞驿);{"type":"MultiLineString","coordinates":[[[117.899891810346,24.5244504726992],[117.653053,24.5117440000001]]]};2;
906;901;902;DANXIAYI Fujian (丹霞驿) - GANTANGYI Fujian (甘棠驿);{"type":"MultiLineString","coordinates":[[[117.653053,24.5117440000001],[117.674274,24.2687090000001]]]};2;
907;902;903;GANTANGYI Fujian (甘棠驿) - LINZHANGYI Fujian (临漳驿);{"type":"MultiLineString","coordinates":[[[117.674274,24.2687090000001],[117.610697413853,24.1170780218715]]]};2;
908;903;904;LINZHANGYI Fujian (临漳驿) - YUNXIAOYI Fujian (云霄驿);{"type":"MultiLineString","coordinates":[[[117.610697413853,24.1170780218715],[117.328308,23.9595510000001]]]};2;
909;901;906;DANXIAYI Fujian (丹霞驿) - NANJINGYI Fujian (南靖);{"type":"MultiLineString","coordinates":[[[117.653053,24.5117440000001],[117.505692,24.5729940000001]]]};2;
910;906;907;NANJINGYI Fujian (南靖) - PINGNANYI Fujian (平南驿);{"type":"MultiLineString","coordinates":[[[117.505692,24.5729940000001],[117.29586,24.7787650000001]]]};2;
911;907;908;PINGNANYI Fujian (平南驿) - SHIZHONGYI Fujian (适中驿);{"type":"MultiLineString","coordinates":[[[117.29586,24.7787650000001],[117.115129070981,24.8814406992862]]]};2;
912;215;909;JIANPUYI Fujian (剑浦驿) - DAHENGYI Fujian (大横驿);{"type":"MultiLineString","coordinates":[[[118.255791,26.768646],[118.16918182373,26.64217376709]]]};1;
913;909;910;DAHENGYI Fujian (大横驿) - TAIPINGYI Fujian (太平驿);{"type":"MultiLineString","coordinates":[[[118.290583,26.9105930000002],[118.255791,26.768646]]]};1;
914;213;911;JIANXI Fujian (建溪驿) - YEFANGYI Fujian (叶坊驿);{"type":"MultiLineString","coordinates":[[[118.105369567871,27.339879989624],[118.221629003813,27.1677459969582]]]};1;
915;213;912;JIANXI Fujian (建溪驿) - XINGTIANYI Fujian (兴田驿);{"type":"MultiLineString","coordinates":[[[118.105369567871,27.339879989624],[118.066269,27.5035110000001]]]};1;
916;912;913;XINGTIANYI Fujian (兴田驿) - CHANGPINGYI Fujian (长平驿);{"type":"MultiLineString","coordinates":[[[118.066269,27.5035110000001],[118.026779,27.756025]]]};1;
917;913;914;CHANGPINGYI Fujian (长平驿) - DA'ANYI Fujian (大安驿);{"type":"MultiLineString","coordinates":[[[118.026779,27.756025],[117.893829,27.8702720000002]]]};1;
918;917;918;GEYANGYI Jiangxi (葛阳驿) - HUAIYUYI Jiangxi (怀玉驿);{"type":"MultiLineString","coordinates":[[[118.240181,28.679602],[117.965052784791,28.4479172732084]]]};1;
919;916;917;EHUYI Jiangxi (鹅湖驿) - GEYANGYI Jiangxi (葛阳驿);{"type":"MultiLineString","coordinates":[[[117.965052784791,28.4479172732084],[117.77659,28.2084500000001]]]};1;
920;915;916;CHEPANYI Jiangxi (车盘驿) - EHUYI Jiangxi (鹅湖驿);{"type":"MultiLineString","coordinates":[[[117.77659,28.2084500000001],[117.800003051758,28.0000000000001]]]};1;
921;914;915;DA'ANYI Fujian (大安驿) - CHEPANYI Jiangxi (车盘驿);{"type":"MultiLineString","coordinates":[[[117.800003051758,28.0000000000001],[117.893829,27.8702720000002]]]};1;
922;918;920;HUAIYUYI Jiangxi (怀玉驿) - CAOPINGYI Jiangxi (草平驿);{"type":"MultiLineString","coordinates":[[[118.344015,28.8124770000001],[118.240181,28.679602]]]};1;
923;237;921;GUSHUI Zhejiang (濲水驿) - SHUANGXIYI Zhejiang (双溪驿);{"type":"MultiLineString","coordinates":[[[119.478851318359,29.2044525146485],[119.649918,29.104712]]]};2;
924;921;923;SHUANGXIYI Zhejiang (双溪驿) - HUAXIYI Zhejiang (华溪驿);{"type":"MultiLineString","coordinates":[[[119.649918,29.104712],[120.025253,28.8972680000001]]]};2;
925;922;923;DANFENGYI Zhejiang (丹峰驿) - HUAXIYI Zhejiang (华溪驿);{"type":"MultiLineString","coordinates":[[[120.025253,28.8972680000001],[120.058441,28.648392]]]};2;
926;922;924;DANFENGYI Zhejiang (丹峰驿) - KUOCANGYI Zhejiang (括苍驿);{"type":"MultiLineString","coordinates":[[[120.058441,28.648392],[119.913009,28.448732]]]};2;
927;924;925;KUOCANGYI Zhejiang (括苍驿) - ZHITIANYI Zhejiang (芝田驿);{"type":"MultiLineString","coordinates":[[[119.913009,28.448732],[120.288155,28.1438750000001]]]};2;
928;925;926;ZHITIANYI Zhejiang (芝田驿) - XIANGPUYI Zhejiang (象浦驿);{"type":"MultiLineString","coordinates":[[[120.288155,28.1438750000001],[120.653221,28.018291]]]};2;
929;926;927;XIANGPUYI Zhejiang (象浦驿) - YAO'AOLINGYI Zhejiang (窑奥岭驿);{"type":"MultiLineString","coordinates":[[[120.653221,28.018291],[120.957687,28.1306759999999]]]};2;
930;927;928;YAO'AOLINGYI Zhejiang (窑奥岭驿) - XIGAOYI Zhejiang (西皋驿);{"type":"MultiLineString","coordinates":[[[120.957687,28.1306759999999],[121.101448,28.2683120000002]]]};2;
931;928;929;XIGAOYI Zhejiang (西皋驿) - GUANTOUYI Zhejiang (馆头驿);{"type":"MultiLineString","coordinates":[[[121.101448,28.2683120000002],[121.146011,28.4124640000002]]]};2;
932;929;930;GUANTOUYI Zhejiang (馆头驿) - LINGDIANYI Zhejiang (岭店驿);{"type":"MultiLineString","coordinates":[[[121.146011,28.4124640000002],[121.250861940767,28.544274975491]]]};2;
933;930;931;LINGDIANYI Zhejiang (岭店驿) - HUANGYANYI Zhejiang (黄岩);{"type":"MultiLineString","coordinates":[[[121.250861940767,28.544274975491],[121.258354,28.642613]]]};2;
934;931;932;HUANGYANYI Zhejiang (黄岩) - CHICHENGYI Zhejiang (赤城驿);{"type":"MultiLineString","coordinates":[[[121.258354,28.642613],[121.120598,28.8431320000001]]]};2;
935;932;933;CHICHENGYI Zhejiang (赤城驿) - ZHUJIA'AOYI Zhejiang (朱家奥驿);{"type":"MultiLineString","coordinates":[[[121.120598,28.8431320000001],[121.277054,29.0649030000001]]]};2;
936;933;934;ZHUJIA'AOYI Zhejiang (朱家奥驿) - SANGZHOUYI Zhejiang (桑州驿);{"type":"MultiLineString","coordinates":[[[121.277054,29.0649030000001],[121.315544,29.1609540000001]]]};2;
937;934;935;SANGZHOUYI Zhejiang (桑州驿) - BAIQIAOYI Zhejiang (白峤驿);{"type":"MultiLineString","coordinates":[[[121.315544,29.1609540000001],[121.324591926479,29.2004479732758]]]};2;
938;935;936;BAIQIAOYI Zhejiang (白峤驿) - NINGHAIYI Zhejiang (宁海);{"type":"MultiLineString","coordinates":[[[121.324591926479,29.2004479732758],[121.425551915383,29.2836169718458]]]};2;
939;936;937;NINGHAIYI Zhejiang (宁海) - LIANSHANYI Zhejiang (连山驿);{"type":"MultiLineString","coordinates":[[[121.425551915383,29.2836169718458],[121.406906,29.6516570000001]]]};2;
940;937;938;LIANSHANYI Zhejiang (连山驿) - SIMINGYI Zhejiang (四明驿);{"type":"MultiLineString","coordinates":[[[121.406906,29.6516570000001],[121.542939789085,29.864761657422]]]};2;
941;938;939;SIMINGYI Zhejiang (四明驿) - CHEJIUYI Zhejiang (车厩驿);{"type":"MultiLineString","coordinates":[[[121.542939789085,29.864761657422],[121.444199,29.9791950000001]]]};2;
942;939;940;CHEJIUYI Zhejiang (车厩驿) - YAOJIANGYI Zhejiang (姚江驿);{"type":"MultiLineString","coordinates":[[[121.444199,29.9791950000001],[121.152763,30.049067]]]};2;
943;940;941;YAOJIANGYI Zhejiang (姚江驿) - DONGGUANYI Zhejiang (东关驿);{"type":"MultiLineString","coordinates":[[[121.152763,30.049067],[120.973587,29.9526540000001]]]};2;
944;941;942;DONGGUANYI Zhejiang (东关驿) - PENGLAIYI Zhejiang (蓬莱驿);{"type":"MultiLineString","coordinates":[[[120.973587,29.9526540000001],[120.578262,30.0045150000001]]]};2;
945;942;943;PENGLAIYI Zhejiang (蓬莱驿) - XIXINGYI Zhejiang (西兴驿);{"type":"MultiLineString","coordinates":[[[120.578262,30.0045150000001],[120.22258,30.197996]]]};2;
946;244;943;WULIN Zhejiang (武林驿) - XIXINGYI Zhejiang (西兴驿);{"type":"MultiLineString","coordinates":[[[120.22258,30.197996],[120.16862487793,30.2941246032715]]]};2;
